"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009897","CC","GO:0009897","external side of plasma membrane","64/2101","407/19960",0.157248157248157,1.49389491607483,3.45285950011008,0.000698751965755699,0.0121108888268482,0.0105393467957579,"4340/4036/9173/6768/26253/1233/2215/912/338328/5314/3673/8692/3690/2028/150356/1441/9244/1901/7056/5329/3687/8515/6402/84966/2214/3678/3674/57007/9180/9466/5175/23308/3824/3949/8140/1889/2212/3689/3566/3643/2615/11118/161198/6693/3685/3655/7048/3106/80381/2683/308/2239/2690/6382/53340/2217/64446/3902/30835/2350/1524/165530/4283/6401",64
"GO:0044224","CC","GO:0044224","juxtaparanode region of axon","6/2101","12/19960",0.5,4.75011899095669,4.45697130465172,0.000711359108772289,0.0121108888268482,0.0105393467957579,"6900/203190/3736/23136/8514/7881",6
"GO:0099535","CC","GO:0099535","synapse-associated extracellular matrix","6/2101","12/19960",0.5,4.75011899095669,4.45697130465172,0.000711359108772289,0.0121108888268482,0.0105393467957579,"60484/63827/7143/3371/5803/3911",6
"GO:0032420","CC","GO:0032420","stereocilium","16/2101","63/19960",0.253968253968254,2.41275885254943,3.85210714825136,0.000637534643023498,0.0120600303305278,0.0104950878369073,"10083/7399/286262/5205/64787/9780/51168/161497/9455/10518/9732/4641/84059/494513/793/54084",16
"GO:0017124","MF","GO:0017124","SH3 domain binding","28/2054","113/18737",0.247787610619469,2.26036828635686,4.71521815515169,2.54684212180605e-05,0.0117546458333026,0.0108213687615728,"4036/4137/1840/50944/51225/11113/27124/202559/342184/3059/7454/8751/26548/26191/201176/85358/51517/9844/9026/395/3635/5777/10163/9732/83992/7405/10278/9495",28
"GO:0019838","MF","GO:0019838","growth factor binding","31/2054","132/18737",0.234848484848485,2.14233498568942,4.62133221538972,3.00886838736415e-05,0.0117546458333026,0.0108213687615728,"4036/2065/124857/2046/8692/3690/2321/3487/2324/9180/25987/1969/1282/6272/3643/2615/85409/3685/79651/7010/3655/5046/5045/7048/3480/2263/9702/90/9365/2690/81621",31
"GO:0010975","BP","GO:0010975","regulation of neuron projection development","74/2006","452/18986",0.163716814159292,1.54951517130026,4.06411742280723,8.75585892680139e-05,0.0116414008797895,0.0102796856031851,"5653/6900/6696/56896/4099/6280/5365/11141/7143/2670/4137/114788/347733/1136/4504/9024/952/8408/51225/7422/27124/120114/1272/3601/25987/57580/1942/7804/51393/6911/6405/1608/23258/4776/85358/8428/120892/51517/84079/3655/5362/7533/10458/8837/27/5526/10507/1855/5604/3480/23191/5906/57609/51199/23413/9912/3066/4139/23316/4135/9860/54986/5770/84816/55754/80823/1382/84879/158866/1601/9856/115703/2258/6423",74
"GO:0051339","BP","GO:0051339","regulation of lyase activity","16/2006","53/18986",0.30188679245283,2.85723960194887,4.65369669863926,7.4552548720081e-05,0.0101374522498237,0.00895165650780111,"57413/2696/2913/4846/343035/140/2788/1910/84876/6786/10487/23479/84059/9495/49/3973",16
"GO:0016324","CC","GO:0016324","apical plasma membrane","65/2101","408/19960",0.159313725490196,1.51351830594208,3.59454780570889,0.000447238230497597,0.00870197814196753,0.00757278567729766,"4036/4118/115584/7018/2065/283999/5794/8972/3736/7399/114/9123/23704/338328/3249/5314/10149/23255/23418/8692/3690/2028/66002/59272/634/8170/10312/9058/222962/287/9180/960/8140/6518/150696/5205/56650/445815/3705/57477/6541/154043/7010/23516/4851/11309/9026/123041/10768/10392/50855/3177/5420/6513/6535/6550/8323/57619/9365/6567/55754/6564/3753/55966/10568",65
"GO:0097730","CC","GO:0097730","non-motile cilium","33/2101","171/19960",0.192982456140351,1.83337925966749,3.75389970841618,0.000425414647487651,0.00852080514526737,0.00741512218376308,"10083/7399/2847/768206/343035/5314/388531/23418/92211/5305/6094/9654/9249/161497/123041/10518/2767/55081/51098/8100/6103/65062/4117/23322/4867/55764/167691/119710/79846/441054/161582/1069/51473",33
"GO:0032437","CC","GO:0032437","cuticular plate","6/2101","11/19960",0.545454545454545,5.18194799013457,4.75848003356415,0.000390449406948228,0.00805745594338615,0.00701189844056945,"89848/9780/10518/51429/6711/793",6
"GO:0044853","CC","GO:0044853","plasma membrane raft","25/2101","116/19960",0.21551724137931,2.04746508230892,3.88067959057051,0.000374184907574986,0.00796312256433017,0.00692980601857622,"4118/114/4846/3991/1136/54209/7223/10580/8436/7804/3689/3643/26509/10395/120892/2149/949/7048/6513/84876/3480/6786/5573/3356/6401",25
"GO:0030041","BP","GO:0030041","actin filament polymerization","35/2006","167/18986",0.209580838323353,1.98360009790986,4.38813974675788,5.64640772220215e-05,0.00785638544231058,0.00693741012429195,"10344/11170/822/256949/7111/342184/23500/146206/89848/3059/81553/7454/57580/9168/10435/5581/90952/79778/84501/9026/274/395/5580/64423/10458/85464/91663/1955/23580/51429/5216/6711/23191/5217/10602",35
"GO:0022408","BP","GO:0022408","negative regulation of cell-cell adhesion","41/2006","207/18986",0.198067632850242,1.87463214222068,4.34886871507648,5.43056714249054e-05,0.00773597219369545,0.00683108182660652,"4155/7143/384/1840/11314/7422/64115/5270/634/3718/4855/7805/650/55824/135/1051/27242/26191/3566/2615/868/6693/114897/4851/4092/5580/91663/5420/51043/5777/10019/5465/56339/445/5573/10653/2302/3902/6441/6469/335",41
"GO:0030863","CC","GO:0030863","cortical cytoskeleton","24/2101","109/19960",0.220183486238532,2.0917955189534,3.92028109670323,0.000347798985526971,0.0076403583594796,0.00664892457900458,"54443/6521/7111/89848/7223/57477/9780/10395/87/9026/92154/10518/91663/6513/27445/51429/6711/23332/10487/1915/57619/494513/793/6401",24
"GO:0051962","BP","GO:0051962","positive regulation of nervous system development","54/2006","297/18986",0.181818181818182,1.72083748753739,4.30352647485564,4.87445382253679e-05,0.00711313590737503,0.00628109980367449,"84504/60484/6663/4036/10215/4099/118738/63827/5365/11141/745/2670/30812/4137/2852/26045/84630/5803/57165/26050/7422/7052/5270/7133/650/7097/8140/7804/51393/57555/85358/84079/5362/4851/274/10458/10507/5604/23013/23191/51199/3066/23316/4135/23768/6692/80823/50937/1382/146433/23767/80237/1524/6469",54
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","63/2006","361/18986",0.174515235457064,1.65171797626511,4.29701710655143,4.36949492250629e-05,0.00653567203033879,0.00577118289896292,"10631/57348/5054/9723/11170/5314/10085/7301/3673/5613/56999/3690/7422/3687/8515/342184/3678/3911/3674/10580/57091/64098/960/57580/64005/1942/8751/3689/285613/7450/57662/5581/3685/10395/87/7010/79778/161497/3655/558/4851/9448/395/29780/50488/91663/5829/5467/8874/23332/11037/5295/54749/3912/5770/4323/59277/1601/158326/84962/55966/81792/335",63
"GO:0030992","CC","GO:0030992","intraciliary transport particle B","8/2101","18/19960",0.444444444444444,4.2223279919615,4.69110860178733,0.000246320105112959,0.00566402857936545,0.00492904875211801,"26146/55081/51098/8100/11020/79989/92104/150737",8
"GO:0036064","CC","GO:0036064","ciliary basal body","35/2101","180/19960",0.194444444444444,1.84726849648316,3.91649894729915,0.000249516677505086,0.00566402857936545,0.00492904875211801,"7399/5314/220004/9654/57662/1453/1452/11092/26146/55081/51098/199221/8100/6103/95681/129880/27077/57639/79989/92565/29070/23322/55764/79841/167691/51626/164395/23329/57539/80129/85478/128344/1069/257236/158297",35
"GO:0098636","CC","GO:0098636","protein complex involved in cell adhesion","16/2101","58/19960",0.275862068965517,2.62075530535541,4.23971764287691,0.000231065731420476,0.00561984868204801,0.00489060175901233,"5354/7143/3371/22915/3673/3690/5329/3687/8515/3678/3674/3689/79812/3685/3655/3912",16
"GO:0060972","BP","GO:0060972","left/right pattern formation","32/2006","144/18986",0.222222222222222,2.10324581810125,4.56764095526319,3.49936713711148e-05,0.00536838809777897,0.00474043823513158,"23500/6911/9645/4851/5046/7048/1855/9371/83852/55081/284086/90/51098/129880/83538/84100/23322/55764/51626/7547/55130/25911/339829/55329/84976/146845/2302/128344/161582/64446/55172/6469",32
"GO:0014013","BP","GO:0014013","regulation of gliogenesis","27/2006","112/18986",0.241071428571429,2.28164613302948,4.67570485797914,3.10277109802725e-05,0.0048852314419729,0.00431379726897473,"84504/6663/4036/10215/4099/118738/745/2670/30812/9283/84630/5803/57165/23500/5270/54209/7133/650/7097/3949/8140/4851/274/3066/6692/146433/6469",27
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","61/2006","341/18986",0.178885630498534,1.69308204419001,4.43897363343677,2.7113012425637e-05,0.00438424738763746,0.00387141420666492,"60484/10631/64386/170691/7143/2670/183/101/3249/140766/4982/3673/56999/5806/3690/7093/150356/23127/340267/146206/602/283208/55790/4015/7133/650/333/5345/1284/1282/285590/7075/649/8751/89932/5352/5033/4851/5045/8837/7132/2683/23332/339366/10653/3912/23768/4323/59277/6692/1296/64147/57188/11107/4326/1297/7045/4147/81621/81792/6423",61
"GO:0031329","BP","GO:0031329","regulation of cellular catabolic process","79/2006","472/18986",0.167372881355932,1.5841184074894,4.41696221657354,2.35254766467086e-05,0.00411550140346071,0.00363410391617817,"344/7076/3099/2670/4137/4210/101/4504/23255/7079/8408/341/25893/64127/3162/79156/54209/5305/7133/6720/2309/7805/3949/8140/23417/26191/3643/54922/20/120892/8660/26086/2081/3064/64798/57104/949/5580/5045/27/6774/10392/6721/23352/7107/148022/23274/51429/221937/219771/220441/5465/10645/664/665/8131/90678/51099/25853/207063/25782/64121/94241/79837/257397/1915/150/340061/1611/25827/9860/7405/5770/51382/5660/225/2822/84879/3356",79
"GO:0001763","BP","GO:0001763","morphogenesis of a branching structure","42/2006","207/18986",0.202898550724638,1.9203548773968,4.57621248964927,2.45116348196215e-05,0.00411550140346071,0.00363410391617817,"6663/6768/7484/374/9723/30812/183/64478/5314/3371/133/2246/7422/7052/3911/4609/4855/650/1969/1282/7075/4776/54922/54567/25932/120892/4851/7048/1512/157506/2263/90/10653/4323/59277/6692/2258/4488/51176/6469/6423/84870",42
"GO:0043062","BP","GO:0043062","extracellular structure organization","61/2006","340/18986",0.179411764705882,1.69806169726116,4.4641867032251,2.47631707378548e-05,0.00411550140346071,0.00363410391617817,"60484/10631/64386/170691/7143/2670/183/101/3249/140766/4982/3673/56999/5806/3690/7093/150356/23127/340267/146206/602/283208/55790/4015/7133/650/333/5345/1284/1282/285590/7075/649/8751/89932/5352/5033/4851/5045/8837/7132/2683/23332/339366/10653/3912/23768/4323/59277/6692/1296/64147/57188/11107/4326/1297/7045/4147/81621/81792/6423",61
"GO:0030198","BP","GO:0030198","extracellular matrix organization","61/2006","339/18986",0.179941002949853,1.7030707288165,4.48948270652041,2.26026376470385e-05,0.00409792669824943,0.00361858495535841,"60484/10631/64386/170691/7143/2670/183/101/3249/140766/4982/3673/56999/5806/3690/7093/150356/23127/340267/146206/602/283208/55790/4015/7133/650/333/5345/1284/1282/285590/7075/649/8751/89932/5352/5033/4851/5045/8837/7132/2683/23332/339366/10653/3912/23768/4323/59277/6692/1296/64147/57188/11107/4326/1297/7045/4147/81621/81792/6423",61
"GO:0097729","CC","GO:0097729","9+2 motile cilium","43/2101","231/19960",0.186147186147186,1.7684425680618,4.0291989759069,0.000147869126126233,0.00372958795896166,0.00324562643310212,"8632/220004/5906/11092/64800/8100/85452/6103/84223/79925/83538/11020/57639/56171/158787/93190/154865/27285/80217/642987/84288/257044/64147/55329/339778/1768/146845/200373/84688/79846/345895/222967/149465/53340/1069/440585/254956/343521/389799/64446/202500/84075/158297",43
"GO:0005881","CC","GO:0005881","cytoplasmic microtubule","27/2101","122/19960",0.221311475409836,2.10251168452181,4.18955619350201,0.000140185698294285,0.00367178694378493,0.00319532583561467,"220004/9545/10844/51199/23332/11092/79884/64800/145483/84100/65055/158787/93190/27285/23322/92104/55329/339778/730112/146845/84688/150737/441054/440585/389799/23281/158297",27
"GO:0030990","CC","GO:0030990","intraciliary transport particle","10/2101","25/19960",0.4,3.80009519276535,4.80494617392423,0.000120410630013694,0.00327998556157301,0.0028543656714825,"26146/55081/51098/8100/11020/79989/92104/55764/57539/150737",10
"GO:0061138","BP","GO:0061138","morphogenesis of a branching epithelium","40/2006","190/18986",0.210526315789474,1.99254866978013,4.72604460327289,1.54780178980511e-05,0.00308520503884514,0.00272432314187809,"6663/6768/7484/374/9723/30812/183/64478/5314/3371/133/2246/7422/7052/3911/4609/4855/650/1969/1282/7075/4776/54922/54567/25932/4851/7048/1512/157506/2263/90/10653/4323/59277/6692/4488/51176/6469/6423/84870",40
"GO:0003341","BP","GO:0003341","cilium movement","50/2006","258/18986",0.193798449612403,1.83422600415807,4.63713562492411,1.62717508206669e-05,0.00308520503884514,0.00272432314187809,"8632/221481/220004/57662/1952/11092/144535/64800/84223/79925/83538/93233/54585/55779/57639/89876/56171/158787/93190/154865/27285/80217/642987/126820/164395/55130/25911/257044/26074/64147/339829/79645/55329/339778/1768/152110/146845/200373/84688/85478/79846/345895/149465/53340/161582/440585/389799/64446/55172/202500",50
"GO:0051258","BP","GO:0051258","protein polymerization","55/2006","293/18986",0.187713310580205,1.77663255965891,4.60481114453036,1.65011802177912e-05,0.00308520503884514,0.00272432314187809,"10382/10344/81027/4137/84722/844/11170/84630/122060/822/27124/256949/7111/342184/23500/146206/89848/3059/81553/7454/57580/9168/57662/10435/5581/90952/79778/84501/9026/93323/1453/274/395/5580/64423/10458/85464/91663/1955/54820/55125/23580/51429/5216/8874/54930/10844/6711/23191/51199/23332/84100/5217/10602/2258",55
"GO:0031331","BP","GO:0031331","positive regulation of cellular catabolic process","47/2006","235/18986",0.2,1.89292123629113,4.73409303229538,1.23443830108778e-05,0.00254677391565799,0.00224887326067497,"344/3099/4210/101/8408/25893/64127/3162/79156/5305/7133/2309/7805/3643/20/120892/8660/26086/3064/64798/57104/5580/5045/10392/23352/148022/51429/219771/220441/5465/10645/664/665/8131/90678/51099/207063/25782/94241/79837/150/340061/7405/5770/225/2822/3356",47
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","60/2006","325/18986",0.184615384615385,1.74731191042258,4.67065780716466,1.18423587232248e-05,0.00253045829432336,0.0022344661064611,"6900/4155/7018/9705/6279/6280/4137/112399/4210/58484/10418/91662/4803/2852/101/3249/84630/64115/54209/4609/7133/1454/7805/28951/1942/641700/344558/85409/10395/120892/2149/825/9026/1453/4092/5045/6774/10392/1855/1512/83874/84900/51429/84231/8312/23287/1452/51667/5701/5978/55081/5716/3066/51136/150/1611/4323/2822/1601/5641",60
"GO:0050769","BP","GO:0050769","positive regulation of neurogenesis","49/2006","247/18986",0.198380566801619,1.87759393883128,4.77167447423023,1.02571323105565e-05,0.00227413605490141,0.00200812633330404,"84504/60484/6663/4036/10215/4099/118738/63827/5365/11141/745/2670/30812/4137/2852/84630/5803/57165/7422/7052/5270/7133/650/7097/8140/7804/51393/85358/84079/5362/4851/274/10458/10507/5604/23013/23191/51199/3066/23316/4135/6692/80823/50937/1382/146433/80237/1524/6469",49
"GO:0021782","BP","GO:0021782","glial cell development","32/2006","136/18986",0.235294117647059,2.2269661603425,4.9356946519671,1.026268986835e-05,0.00227413605490141,0.00200812633330404,"84504/5354/4336/6900/116448/6663/4118/4099/118738/2065/6279/6280/745/2670/4137/79628/84630/3766/54209/1272/57716/79152/7097/135/3949/54468/20/9334/5604/8892/9463/6469",32
"GO:0097546","CC","GO:0097546","ciliary base","15/2101","48/19960",0.3125,2.96882436934793,4.68407672078587,7.67550815802754e-05,0.00217792543984031,0.00189531188288136,"3766/5573/11092/26146/55081/284086/57562/51098/8100/5891/157657/79989/92565/55130/440585",15
"GO:0042073","BP","GO:0042073","intraciliary transport","17/2006","49/18986",0.346938775510204,3.28363887928053,5.50138198393532,5.63976896561373e-06,0.00134970950885068,0.00119183159740696,"9371/26146/55081/51098/8100/6103/11020/4117/166379/79989/92104/55764/167691/51626/57539/150737/150082",17
"GO:0045834","BP","GO:0045834","positive regulation of lipid metabolic process","32/2006","132/18986",0.242424242424242,2.29444998338318,5.12946901332543,5.27476586423113e-06,0.00131495517357062,0.00116114253827088,"5105/344/134/4137/133/2246/9518/6720/10580/3949/23417/5581/8660/57104/949/5580/6721/5467/3480/157506/5465/7132/51099/23410/132671/23682/225/2822/84879/1601/3356/335",32
"GO:0045177","CC","GO:0045177","apical part of cell","78/2101","474/19960",0.164556962025316,1.56333030082119,4.25740318176879,4.26889733102851e-05,0.00126396481844801,0.00109994928941375,"4036/4118/115584/7018/2065/283999/5794/8972/3736/10083/7399/114/9123/23704/338328/3249/5314/10149/23255/23418/8692/3690/2028/66002/59272/634/8170/10312/9058/222962/287/9180/3949/960/8140/6518/150696/5205/56650/445815/3705/57477/6541/154043/25932/7010/23516/4851/11309/9026/9455/123041/10768/10392/50855/3177/5420/6513/6535/92521/51199/22846/24138/705/90/6550/8323/57619/9365/6567/51626/55754/5641/1069/6564/3753/55966/10568",78
"GO:0003779","MF","GO:0003779","actin binding","82/2054","441/18737",0.1859410430839,1.69619149185153,5.19124485872072,1.06339480590793e-06,0.0012462987125241,0.00114734702742698,"54443/122622/4604/4137/114/29119/4210/116154/4846/11170/56062/56776/822/64127/51225/201191/29964/7111/342184/23500/634/84940/286262/3059/9124/10580/64098/4542/8407/23136/7454/6525/64005/4650/65108/752/9168/6275/57477/11275/64787/27295/9645/57662/57553/5581/201176/54899/85358/51168/120892/87/79778/84501/9026/274/9455/7533/92154/29780/64423/27/85458/85464/7145/10163/5216/9463/4644/6711/23191/4641/22846/4651/10487/10096/79784/57619/5217/286187/80206/84962",82
"GO:0070820","CC","GO:0070820","tertiary granule","35/2101","164/19960",0.213414634146341,2.02748981321322,4.53173569973857,3.53536161662043e-05,0.00109435511859932,0.000952348607730766,"5473/2204/6556/1118/8972/978/8778/101/11314/1143/23601/5806/4057/25797/3687/634/10312/23114/22918/1604/3689/230/963/9725/23218/8514/1512/81619/23352/5777/23250/2548/23191/6843/2919",35
"GO:0005902","CC","GO:0005902","microvillus","25/2101","100/19960",0.25,2.37505949547834,4.72808977341494,2.95050095602208e-05,0.000956805310024303,0.000832647638215755,"5794/10083/1267/23418/8692/3690/56776/634/286262/4542/960/8140/150696/64005/6693/25932/3685/3384/120892/7010/5420/83874/10809/10999/4641",25
"GO:0002009","BP","GO:0002009","morphogenesis of an epithelium","86/2006","500/18986",0.172,1.62791226321037,4.89062557827577,3.49517566916004e-06,0.000909201566460197,0.000802850649131087,"6663/4036/6768/7484/374/9723/30812/183/64478/5314/3371/9024/5613/3690/133/2246/7422/9355/7052/3687/342184/146206/634/3678/3911/4609/4855/650/960/1969/1282/7075/6911/27443/9645/79812/4776/54910/57662/54922/54567/25932/3685/10395/4851/2648/7048/1855/1512/5420/157506/5216/83605/23332/10522/977/83852/2263/26146/55081/90/51098/10653/129880/11019/94134/8323/23322/4867/55764/4323/7547/2926/59277/6692/339829/23767/126695/4488/84962/51176/55966/81792/6469/6423/84870",86
"GO:0060562","BP","GO:0060562","epithelial tube morphogenesis","63/2006","331/18986",0.190332326283988,1.80142051187826,5.05567032226794,2.58109059670952e-06,0.00070193932000514,0.000619832234683498,"4036/6768/7484/374/9723/30812/183/64478/5314/3371/5613/133/2246/7422/9355/3687/342184/3911/4609/4855/650/1969/1282/7075/6911/27443/9645/79812/4776/54910/54922/54567/25932/10395/4851/2648/7048/1855/1512/5420/157506/5216/83605/10522/83852/2263/55081/90/51098/10653/129880/11019/8323/55764/4323/7547/6692/339829/4488/51176/81792/6469/6423",63
"GO:0045687","BP","GO:0045687","positive regulation of glial cell differentiation","17/2006","46/18986",0.369565217391304,3.49778924097273,5.82970583850273,2.06882691765396e-06,0.000589418640396365,0.000520473298230839,"84504/10215/4099/118738/745/84630/5803/5270/7133/650/7097/4851/274/3066/6692/146433/6469",17
"GO:0070286","BP","GO:0070286","axonemal dynein complex assembly","16/2006","41/18986",0.390243902439024,3.69350485129976,5.93422908452726,1.77333922732342e-06,0.000554039419986423,0.000489232447885123,"8632/83538/93233/56171/27285/126820/55130/116143/339829/79645/6674/85478/149465/161582/64446/55172",16
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","61/2006","314/18986",0.194267515923567,1.83866553206622,5.15062725146035,1.85204552895345e-06,0.000554039419986423,0.000489232447885123,"4155/2065/10631/5365/7143/5054/384/9723/1840/11170/11314/3371/7422/64115/5270/634/3718/4855/5140/7805/650/55824/135/1051/27242/8751/26191/3566/2615/6494/868/6693/10395/114897/5362/4851/9448/395/4092/5580/91663/10507/5420/51043/5777/10019/5465/56339/445/5573/10653/5295/5770/4323/2302/7045/3902/55966/6441/6469/335",61
"GO:0045685","BP","GO:0045685","regulation of glial cell differentiation","24/2006","80/18986",0.3,2.83938185443669,5.66655341164045,1.47965663221269e-06,0.00049182142391825,0.000434292200998565,"84504/6900/93377/10215/4099/118738/745/9283/84630/5803/23500/5270/54209/7133/650/7097/3949/27242/4851/274/3066/6692/146433/6469",24
"GO:0014015","BP","GO:0014015","positive regulation of gliogenesis","23/2006","74/18986",0.310810810810811,2.94170192126324,5.75216867546848,1.22652993055004e-06,0.000452657094106522,0.00039970899220082,"84504/6663/4036/10215/4099/118738/745/2670/30812/84630/5803/57165/5270/7133/650/7097/8140/4851/274/3066/6692/146433/6469",23
"GO:0001578","BP","GO:0001578","microtubule bundle formation","34/2006","136/18986",0.25,2.36615154536391,5.4955931908888,1.28617258897056e-06,0.000452657094106522,0.00039970899220082,"8632/84722/23255/89796/344148/23332/11092/85452/84223/79925/83538/93233/55779/57639/89876/56171/79989/27285/80217/126820/55130/116143/339829/79645/55329/6674/85478/2302/79846/345895/149465/161582/64446/55172",34
"GO:0032587","CC","GO:0032587","ruffle membrane","26/2101","101/19960",0.257425742574257,2.44560581712622,4.99557786708468,1.177411297785e-05,0.000438588639290187,0.000381676178870663,"2268/30817/11170/3690/3783/3678/5141/83442/23396/10044/1969/64787/23550/50649/3685/10395/221472/9026/92154/5335/4641/24138/23586/9847/1915/378",26
"GO:0044304","CC","GO:0044304","main axon","21/2101","73/19960",0.287671232876712,2.73294517287919,5.08762933192352,1.28603460906383e-05,0.000438588639290187,0.000381676178870663,"6900/60484/10382/4155/203190/4099/134/3736/4137/57165/6334/89796/7133/23114/135/23136/274/8514/6711/9211/7881",21
"GO:0070821","CC","GO:0070821","tertiary granule membrane","21/2101","73/19960",0.287671232876712,2.73294517287919,5.08762933192352,1.28603460906383e-05,0.000438588639290187,0.000381676178870663,"2204/6556/8972/8778/101/11314/1143/23601/3687/634/22918/3689/963/9725/23218/8514/81619/23352/23250/2548/6843",21
"GO:0005879","CC","GO:0005879","axonemal microtubule","18/2101","57/19960",0.315789473684211,3.00007515218317,5.18654699576488,1.28807236208572e-05,0.000438588639290187,0.000381676178870663,"220004/11092/64800/84100/158787/93190/27285/23322/92104/55329/339778/730112/146845/84688/150737/440585/389799/158297",18
"GO:0042581","CC","GO:0042581","specific granule","36/2101","160/19960",0.225,2.13755354593051,4.95510762025539,8.07001597008601e-06,0.000343480054726786,0.000298909144155159,"2204/6590/64386/1118/222487/101/1143/23601/5806/4057/5329/25797/634/7133/22918/6518/3689/3685/963/9725/6793/8514/81619/23352/5777/64114/23250/84514/23191/5906/6843/51382/221/55754/2444/2919",36
"GO:0035082","BP","GO:0035082","axoneme assembly","29/2006","105/18986",0.276190476190476,2.61403408821156,5.70028773559159,8.56083020463564e-07,0.000341462980762234,0.000301521451207483,"8632/11092/85452/84223/79925/83538/93233/55779/57639/89876/56171/79989/27285/80217/126820/55130/116143/339829/79645/55329/6674/85478/2302/79846/345895/149465/161582/64446/55172",29
"GO:0007018","BP","GO:0007018","microtubule-based movement","86/2006","480/18986",0.179166666666667,1.69574194084413,5.30657670567809,6.260347930184e-07,0.000267540440473506,0.000236245761365365,"8632/81832/221481/4137/3800/56776/25893/220004/25777/57662/1952/90990/3064/54820/79036/23095/23287/63971/9371/11092/26146/55081/144535/51098/10096/64800/8100/6103/84223/79925/83538/93233/54585/55779/11020/57639/89876/56171/4117/166379/158787/93190/154865/79989/27285/92104/55764/80217/167691/642987/51626/126820/164395/55130/25911/57539/257044/26074/64147/339829/79645/55329/3832/339778/1768/152110/146845/200373/84688/85478/79846/200132/345895/149465/150737/53340/161582/440585/201625/343521/389799/150082/64446/55172/50632/202500",86
"GO:0031252","CC","GO:0031252","cell leading edge","76/2101","433/19960",0.175519630484988,1.66747826010489,4.81634021532475,5.34487216366685e-06,0.000242657196230475,0.000211169335308381,"134/7399/4137/90249/29119/2268/30817/2565/4210/2852/11170/388325/3690/822/3783/2564/51225/27124/10603/146206/3678/5141/83442/23396/135/23136/960/10044/1969/64005/4650/11275/64787/3643/23550/50649/3685/9780/10395/221472/87/64411/9026/92154/29780/10458/91663/50855/5420/5335/54518/5829/51429/10163/8874/4644/6711/23191/5797/4641/4651/24138/6643/57147/11037/23586/9847/10096/9912/1915/378/84059/10324/126695/84962/9495",76
"GO:0051960","BP","GO:0051960","regulation of nervous system development","84/2006","463/18986",0.181425485961123,1.71712077590124,5.36944080655646,4.93754707730842e-07,0.000227241108950279,0.000200660314016283,"84504/60484/6663/4036/10215/6696/56896/4099/118738/63827/5365/11141/745/5129/7143/2670/30812/4137/7038/9283/2852/4504/26045/8408/84630/1890/5803/57165/26050/7422/9355/7052/3687/23500/5270/54209/7133/650/7097/3949/8140/27242/7804/8553/51393/6405/57555/55502/23462/4776/54567/3148/85358/84079/5362/4851/274/7533/5915/10458/10507/58190/5604/23013/23191/57609/51199/5978/3066/23316/4135/23768/6692/80823/50937/1382/9856/146433/2258/23767/51176/80237/1524/6469",84
"GO:0005874","CC","GO:0005874","microtubule","84/2101","489/19960",0.171779141104294,1.63194272081948,4.8527940838914,4.18123965477357e-06,0.000216324103154177,0.000188253296353353,"8632/10382/81027/4137/84722/3800/4210/347733/4504/23255/1267/122060/89796/220004/344148/9545/4600/9654/57662/11104/653319/90990/93323/1453/10458/8514/1855/1808/54820/256364/29911/23095/6786/54930/10844/51199/23332/23710/83473/63971/9371/10576/908/11092/9702/79848/79884/64800/145483/84100/151393/4135/57619/56171/65055/158787/93190/27285/23322/92104/25941/51626/164395/56890/64147/55329/3832/26586/339778/1768/730112/146845/84688/150737/441054/440585/80086/51473/201625/389799/2258/64446/23281/158297",84
"GO:0098858","CC","GO:0098858","actin-based cell projection","48/2101","234/19960",0.205128205128205,1.94876676552069,5.00727823685891,4.44719154795665e-06,0.000216324103154177,0.000188253296353353,"5794/57348/10083/7399/1267/388325/23418/8692/3690/56776/51225/634/286262/4542/960/8140/150696/64005/5205/64787/6693/25932/3685/9780/51168/3384/120892/7010/161497/3655/9455/10518/10458/5420/83874/10809/9732/4644/23191/10999/4641/2683/4651/84059/494513/2258/793/54084",48
"GO:0050767","BP","GO:0050767","regulation of neurogenesis","73/2006","383/18986",0.190600522193211,1.80395888053854,5.46315664070938,4.02601961889621e-07,0.000200730628165467,0.000177250811116141,"84504/60484/6663/4036/10215/6696/56896/4099/118738/63827/5365/11141/745/7143/2670/30812/4137/9283/2852/4504/8408/84630/5803/57165/7422/9355/7052/23500/5270/54209/7133/650/7097/3949/8140/7804/8553/51393/6405/55502/23462/4776/54567/3148/85358/84079/5362/4851/274/7533/10458/10507/58190/5604/23013/23191/57609/51199/5978/3066/23316/4135/6692/80823/50937/1382/9856/146433/2258/51176/80237/1524/6469",73
"GO:0014003","BP","GO:0014003","oligodendrocyte development","19/2006","50/18986",0.38,3.59655034895314,6.31887188475327,3.1488128044644e-07,0.000171266790991914,0.000151233411154132,"84504/5354/4336/6900/116448/6663/4118/4099/118738/745/3766/1272/79152/7097/54468/20/9334/8892/6469",19
