"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003002","BP","GO:0003002","regionalization","68/2006","430/18986",0.158139534883721,1.49672841939298,3.58107136632257,0.000455188701067591,0.0268604774933019,0.0237185598738324,"4036/7704/7093/2246/9355/9289/23500/3911/650/28996/57453/8553/6911/6405/649/2114/55502/23462/9645/22856/54567/1952/5362/4851/2648/5046/7048/1855/64853/8312/9371/83852/2263/55081/284086/90/4487/51098/199221/129880/83538/84100/7026/23322/55764/51626/7547/2926/55130/25911/58524/339829/55329/50937/84976/146845/2302/128344/161582/201164/64446/55172/4488/51176/5013/6469/6423/343930",68
"GO:0070613","BP","GO:0070613","regulation of protein processing","17/2006","67/18986",0.253731343283582,2.40146724007083,3.94978253614954,0.000461465307139023,0.0268604774933019,0.0237185598738324,"6900/7850/5054/58484/10418/101/3249/5992/5329/5270/5345/8996/85409/120892/5045/51098/4323",17
"GO:0051345","BP","GO:0051345","positive regulation of hydrolase activity","55/2006","331/18986",0.166163141993958,1.5726687008461,3.61261549017998,0.000462415039580495,0.0268604774933019,0.0237185598738324,"4155/9705/5923/10344/6279/6280/344/4137/112399/4210/58484/91662/4803/2852/338328/84630/11033/7052/64115/4609/7805/650/1969/1942/10395/2149/3655/64411/9026/9448/395/92154/5580/6774/10392/29/10507/1512/83874/51429/8874/115704/10999/5906/2263/5978/55081/9912/1611/5660/23329/2822/2302/5641/335",55
"GO:0005875","CC","GO:0005875","microtubule associated complex","29/2101","157/19960",0.184713375796178,1.75482102850629,3.25673311199529,0.00186044791313364,0.0257017057165934,0.0223665821445894,"8632/3800/4210/84630/8682/7804/11104/90990/93323/54820/5829/23095/54930/83473/63971/9371/93233/56171/55259/51626/126820/64147/3832/1768/85478/200132/201625/343521/64446",29
"GO:0005901","CC","GO:0005901","caveola","18/2101","82/19960",0.219512195121951,2.08541809359074,3.3780921047308,0.0018870562200142,0.0257017057165934,0.0223665821445894,"114/4846/3991/7223/10580/8436/7804/3643/26509/10395/120892/2149/949/7048/6513/3480/3356/6401",18
"GO:0035720","BP","GO:0035720","intraciliary anterograde transport","8/2006","19/18986",0.421052631578947,3.98509733956027,4.47443185161235,0.000396287823220294,0.0241937759829288,0.0213637871615753,"26146/55081/51098/8100/11020/79989/55764/150737",8
"GO:0048710","BP","GO:0048710","regulation of astrocyte differentiation","11/2006","33/18986",0.333333333333333,3.15486872715188,4.25834387500034,0.000379274555848346,0.0240101812645926,0.0212016678425698,"6900/4099/9283/84630/5270/54209/650/3949/4851/274/6469",11
"GO:0071375","BP","GO:0071375","cellular response to peptide hormone stimulus","54/2006","321/18986",0.168224299065421,1.59217674080562,3.67783114826784,0.000381738735323568,0.0240101812645926,0.0212016678425698,"5105/286753/3625/5166/114/183/2852/3690/10603/634/3718/9518/5305/6720/10580/5140/5791/23371/2887/55532/64900/3643/6778/8660/23516/11031/10768/5106/5580/10458/8837/6774/51043/3297/5829/3480/4644/1445/23191/10999/6777/445/4641/5573/57727/79837/9847/5295/5770/2690/7351/80318/2822/3973",54
"GO:0007613","BP","GO:0007613","memory","27/2006","129/18986",0.209302325581395,1.98096408449071,3.84249741338522,0.000388236819656595,0.0240101812645926,0.0212016678425698,"25769/5923/81832/4137/114/1827/64478/50944/54209/3678/55450/3949/123803/3643/4776/85358/2648/23152/55902/23208/23316/56924/5641/2258/3356/1524/793",27
"GO:2000177","BP","GO:2000177","regulation of neural precursor cell proliferation","23/2006","103/18986",0.223300970873786,2.11345574925708,3.89455642161086,0.000389267521755889,0.0240101812645926,0.0212016678425698,"60484/6663/4036/63827/9283/407738/5803/57165/7422/9355/9289/2309/54567/120892/4851/10653/6567/6692/50937/51286/80237/1524/6469",23
"GO:0001539","BP","GO:0001539","cilium or flagellum-dependent cell motility","40/2006","218/18986",0.18348623853211,1.73662498742305,3.75982488700169,0.000361362513230241,0.0240057255956003,0.02119773336107,"8632/221481/220004/11092/144535/64800/84223/79925/54585/55779/57639/56171/158787/93190/154865/27285/80217/642987/126820/164395/25911/257044/26074/64147/339829/79645/55329/339778/1768/146845/200373/84688/85478/79846/345895/149465/440585/389799/55172/202500",40
"GO:0060285","BP","GO:0060285","cilium-dependent cell motility","40/2006","218/18986",0.18348623853211,1.73662498742305,3.75982488700169,0.000361362513230241,0.0240057255956003,0.02119773336107,"8632/221481/220004/11092/144535/64800/84223/79925/54585/55779/57639/56171/158787/93190/154865/27285/80217/642987/126820/164395/25911/257044/26074/64147/339829/79645/55329/339778/1768/146845/200373/84688/85478/79846/345895/149465/440585/389799/55172/202500",40
"GO:0018108","BP","GO:0018108","peptidyl-tyrosine phosphorylation","38/2006","204/18986",0.186274509803922,1.76301487693781,3.76598940147749,0.000368211347881911,0.0240057255956003,0.02119773336107,"374/353514/9052/2268/84630/8692/3690/2321/64127/7422/51704/54209/3718/3678/54206/2324/3059/57091/5175/57732/1942/3689/3643/285489/5580/27/5526/10507/5777/3480/2263/1489/90/5770/2690/146433/3356/6423",38
"GO:0048714","BP","GO:0048714","positive regulation of oligodendrocyte differentiation","10/2006","28/18986",0.357142857142857,3.38021649337701,4.33212658832107,0.000370631900440105,0.0240057255956003,0.02119773336107,"84504/10215/118738/745/5803/7133/7097/3066/146433/6469",10
"GO:0045859","BP","GO:0045859","regulation of protein kinase activity","68/2006","427/18986",0.159250585480094,1.50724407573532,3.64380860597816,0.000373145993713994,0.0240057255956003,0.02119773336107,"353514/9052/114/84722/183/2268/1136/11314/4504/1028/414194/84630/8692/55861/3690/641/2321/2246/4057/51704/634/54206/11213/29775/57091/650/57732/1032/28951/23533/1942/26191/23531/3643/54922/896/285489/120892/2081/9479/3064/64798/5580/25937/29990/5604/51429/23328/5871/219771/64853/10645/8312/5906/11116/6879/4869/5716/55181/51191/143384/150/7405/7026/5770/2690/152110/146433",68
"GO:0045761","BP","GO:0045761","regulation of adenylate cyclase activity","13/2006","43/18986",0.302325581395349,2.86139256648659,4.20000440122144,0.000341480045420417,0.0232167626335267,0.0205010567938406,"57413/2696/2913/140/2788/1910/84876/6786/10487/84059/9495/49/3973",13
"GO:0031994","MF","GO:0031994","insulin-like growth factor I binding","7/2054","13/18737",0.538461538461538,4.91195416073702,4.95071243386147,0.000177457499092718,0.0231089098818518,0.0212741446280744,"4036/3690/3487/3643/3685/3655/3480",7
"GO:0061687","BP","GO:0061687","detoxification of inorganic compound","9/2006","23/18986",0.391304347826087,3.70354154926525,4.45908104674671,0.000331060578609475,0.022960315682612,0.0202746068969149,"6556/4501/4489/4502/4504/4499/4493/55532/10058",9
"GO:0008154","BP","GO:0008154","actin polymerization or depolymerization","37/2006","196/18986",0.188775510204082,1.78668586078499,3.80511610044027,0.000333870543939035,0.022960315682612,0.0202746068969149,"10344/11170/822/256949/7111/342184/23500/146206/89848/3059/81553/7454/57580/9168/9645/10435/57553/5581/90952/79778/84501/9026/274/395/5580/64423/10458/85464/91663/1955/23580/51429/5216/6711/23191/5217/10602",37
"GO:0019318","BP","GO:0019318","hexose metabolic process","43/2006","238/18986",0.180672268907563,1.70999187312014,3.7884914011165,0.00031435059480877,0.0221265836322455,0.0195383979609315,"5105/3099/5166/10993/5210/5214/5163/4837/3487/54206/5209/10580/2027/23417/3643/230/8660/2584/23516/2026/114897/2648/5106/7167/55657/4122/5467/200186/221937/10295/5465/2548/2683/55276/7355/89944/79411/1407/2822/8789/4886/648791/80201",43
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization","36/2006","188/18986",0.191489361702128,1.81237139644895,3.84750902876774,0.000300085142059384,0.0214801125851958,0.0189675457770873,"6696/56896/4099/5365/7143/2670/4504/952/8408/51225/27124/120114/3601/25987/26035/1942/6911/6405/23258/4776/120892/7533/5580/115704/57609/79598/9912/3066/9860/4117/5770/5217/23329/1601/9856/2258",36
"GO:0009799","BP","GO:0009799","specification of symmetry","30/2006","147/18986",0.204081632653061,1.93155228192972,3.89707622488761,0.000301576041644066,0.0214801125851958,0.0189675457770873,"23500/6911/9645/4851/5046/7048/1855/64853/9371/83852/55081/284086/90/51098/129880/83538/84100/23322/51626/7547/55130/25911/339829/84976/146845/2302/161582/64446/55172/6469",30
"GO:0009855","BP","GO:0009855","determination of bilateral symmetry","30/2006","147/18986",0.204081632653061,1.93155228192972,3.89707622488761,0.000301576041644066,0.0214801125851958,0.0189675457770873,"23500/6911/9645/4851/5046/7048/1855/64853/9371/83852/55081/284086/90/51098/129880/83538/84100/23322/51626/7547/55130/25911/339829/84976/146845/2302/161582/64446/55172/6469",30
"GO:0035869","CC","GO:0035869","ciliary transition zone","17/2101","74/19960",0.22972972972973,2.18248710395307,3.49536394434938,0.00147895058498889,0.0209826114245298,0.0182598504243145,"7399/26146/55081/84747/51098/27077/65062/91147/4117/23322/4867/55764/167691/51626/200728/79583/1069",17
"GO:0043491","BP","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","54/2006","317/18986",0.170347003154574,1.61226729904922,3.77843616970317,0.000278140959506756,0.0205446587744312,0.018141513655158,"4036/2065/4922/9723/183/2268/55273/2852/101/5314/2046/7301/8692/2321/56917/7422/5270/2214/26051/634/54209/54206/9518/23396/4015/29062/3059/57091/5140/23533/3643/8660/7010/2149/114897/558/5287/9846/6774/113791/10507/5777/5467/3480/10019/55615/5465/2137/8904/5295/25827/5770/1524/6348",54
"GO:0030864","CC","GO:0030864","cortical actin cytoskeleton","18/2101","80/19960",0.225,2.13755354593051,3.4967332133733,0.00140354289944623,0.0203364407345294,0.0176975286089188,"54443/89848/57477/9780/10395/87/9026/92154/10518/91663/6513/51429/6711/10487/1915/57619/494513/793",18
"GO:0043177","MF","GO:0043177","organic acid binding","40/2054","199/18737",0.201005025125628,1.83360815763335,4.14818998693946,0.000106166759568397,0.0199274015021152,0.0183452366981032,"3048/4099/5105/6279/6280/8778/89790/112399/27036/27181/4846/27180/4902/4982/341/64127/3039/6402/283208/241/6256/5352/8974/5033/652968/5045/5467/5836/9057/221120/5095/54749/2946/7026/5660/2747/128/1382/2350/6401",40
"GO:0031406","MF","GO:0031406","carboxylic acid binding","38/2054","187/18737",0.203208556149733,1.85370920962879,4.11680594867151,0.000123022036608372,0.0199274015021152,0.0183452366981032,"4099/5105/6279/6280/8778/89790/112399/27036/27181/4846/27180/4902/4982/341/64127/6402/283208/241/6256/5352/8974/5033/652968/5045/5467/5836/9057/221120/5095/54749/2946/7026/5660/2747/128/1382/2350/6401",38
"GO:0005543","MF","GO:0005543","phospholipid binding","81/2054","494/18737",0.163967611336032,1.49574543992368,3.91810127161638,0.000136023218444472,0.0199274015021152,0.0183452366981032,"8448/8447/26762/79856/4137/219287/2215/11314/341/11033/822/7262/388121/79156/8291/146206/146722/54209/57586/23092/57732/2869/23263/57580/64005/285590/8436/5205/94121/23550/26509/54899/221472/64411/558/9026/274/92154/5287/64798/949/9846/26100/116987/22905/26207/51228/27445/51429/5216/9463/221749/23208/64853/23062/23174/6711/8904/4651/23710/308/139285/6643/55204/6550/9847/9765/9912/129880/4139/54749/84100/132671/5660/5217/23678/1687/115703/94122/6017/335",81
"GO:0101003","CC","GO:0101003","ficolin-1-rich granule membrane","15/2101","61/19960",0.245901639344262,2.33612409391312,3.58467621068822,0.00133038634654922,0.0196955022173917,0.0171397600253366,"2204/6556/8972/8778/101/11314/3687/10312/23114/22918/1604/3689/23218/23352/2548",15
"GO:0071276","BP","GO:0071276","cellular response to cadmium ion","10/2006","27/18986",0.37037037037037,3.50540969683542,4.47769847229176,0.000263008344418537,0.0196697365582013,0.0173689326399557,"6556/4501/4489/4502/4504/3162/4499/4493/3297/10058",10
"GO:0010720","BP","GO:0010720","positive regulation of cell development","73/2006","460/18986",0.158695652173913,1.50199185053535,3.74616304092477,0.000258000615607485,0.0195394643440454,0.017253898597388,"84504/60484/6663/4036/10215/4099/5105/118738/63827/5365/11141/745/2670/30812/4137/2852/101/7704/84630/5803/57165/7422/7052/64115/5270/54209/7133/2309/3059/3601/650/7097/8140/7804/51393/3566/6461/85358/57178/84079/5362/558/4851/4860/274/4092/10458/3635/10507/7048/23476/51043/5604/3297/23013/23191/6777/51199/6595/3066/23316/4135/4323/6692/86/80823/50937/1382/146433/51176/80237/1524/6469",73
"GO:0043549","BP","GO:0043549","regulation of kinase activity","73/2006","460/18986",0.158695652173913,1.50199185053535,3.74616304092477,0.000258000615607485,0.0195394643440454,0.017253898597388,"353514/9052/4137/114/84722/183/2268/1136/11314/4504/1028/414194/84630/8692/55861/3690/641/2321/2246/4057/56833/51704/634/54209/54206/11213/29775/57091/650/57732/1032/28951/23533/1942/26191/23531/3643/54922/896/285489/120892/8660/2081/9479/3064/64798/5580/25937/29990/5604/51429/23328/5871/219771/64853/10645/8312/5906/11116/6879/4869/5716/55181/51191/143384/150/7405/7026/5770/2690/152110/128344/146433",73
"GO:0031641","BP","GO:0031641","regulation of myelination","14/2006","47/18986",0.297872340425532,2.81924439447615,4.29203618275266,0.000242596255838707,0.0188500441387401,0.0166451210943879,"84504/6663/4099/118738/745/5129/7038/1890/5803/3687/7133/27242/5915/23191",14
"GO:0005858","CC","GO:0005858","axonemal dynein complex","8/2101","22/19960",0.363636363636364,3.45463199342305,3.951034134178,0.00122469405018216,0.0185337032927567,0.0161287193041534,"8632/93233/56171/55259/126820/85478/201625/64446",8
"GO:0050900","BP","GO:0050900","leukocyte migration","66/2006","404/18986",0.163366336633663,1.54619803954473,3.81413897954817,0.000218838148405708,0.0176964390704185,0.015626455253821,"1907/5473/10344/6279/6280/134/5054/30817/5228/91662/11240/101/11314/3673/3690/2321/1441/64127/7422/1901/3162/56833/124976/6402/54209/240/9518/284114/23396/3674/9466/5175/57580/64005/79890/3689/6693/80270/50512/3655/6793/1910/23765/27/80024/6484/6777/2683/83692/79647/51157/5295/727/4323/2302/5641/255231/146433/6441/1524/4283/6362/6401/6348/2919/414062",66
"GO:0019216","BP","GO:0019216","regulation of lipid metabolic process","58/2006","344/18986",0.168604651162791,1.59577662361752,3.83281935068113,0.000223170435214858,0.0176964390704185,0.015626455253821,"5105/12/344/134/5166/4137/2852/341/5163/115330/133/2246/634/54209/8622/9518/79888/6720/10580/5140/650/3949/23417/5581/20/8660/57104/949/5580/6721/57674/23352/5467/3480/157506/10295/5465/7067/7132/6777/51099/9611/23410/128486/79718/5978/150/132671/23682/5660/225/2822/84879/1601/3356/2326/3973/335",58
"GO:0048754","BP","GO:0048754","branching morphogenesis of an epithelial tube","32/2006","158/18986",0.20253164556962,1.91688226459861,3.97779083661855,0.000223672478269338,0.0176964390704185,0.015626455253821,"7484/374/9723/30812/183/64478/5314/3371/2246/7422/3911/4609/4855/650/1969/1282/7075/4776/54922/54567/25932/4851/7048/1512/157506/2263/90/4323/4488/51176/6469/6423",32
"GO:0030100","BP","GO:0030100","regulation of endocytosis","53/2006","307/18986",0.172638436482085,1.63395481308517,3.84904157616919,0.000224791805006152,0.0176964390704185,0.015626455253821,"7018/6556/344/5054/8862/2268/11314/26045/3673/5806/341/3690/64127/7422/7052/8291/146722/54209/3601/7097/150696/79890/2212/3643/868/3685/20/120892/11031/558/9026/274/949/27/88455/51429/9463/23208/1445/90678/977/11037/9765/25875/5533/5770/1601/50632/6441/54550/335/6424/6401",53
"GO:0061351","BP","GO:0061351","neural precursor cell proliferation","34/2006","171/18986",0.198830409356725,1.88185152145901,3.9814689624166,0.000209502124135534,0.0174090445653181,0.0153726777929276,"60484/6663/4036/63827/3736/170302/9283/407738/5803/57165/7422/9355/9289/2309/54468/54567/120892/4851/5915/4781/85458/54820/2263/10653/8323/6567/6692/50937/51286/2258/51176/80237/1524/6469",34
"GO:0003016","BP","GO:0003016","respiratory system process","14/2006","46/18986",0.304347826086957,2.88053231609519,4.38906135185522,0.00018848400440492,0.0170639491392122,0.015067948789941,"134/2324/28996/57555/2548/79068/2744/4692/144535/83538/80217/128/152110/200373",14
"GO:0048713","BP","GO:0048713","regulation of oligodendrocyte differentiation","14/2006","46/18986",0.304347826086957,2.88053231609519,4.38906135185522,0.00018848400440492,0.0170639491392122,0.015067948789941,"84504/93377/10215/118738/745/5803/23500/7133/7097/27242/4851/3066/146433/6469",14
"GO:0007368","BP","GO:0007368","determination of left/right symmetry","29/2006","137/18986",0.211678832116788,2.00345678293586,4.05150819261131,0.000196619763991346,0.0170639491392122,0.015067948789941,"23500/6911/9645/4851/5046/7048/1855/9371/83852/55081/284086/90/51098/129880/83538/84100/23322/51626/7547/55130/25911/339829/84976/146845/2302/161582/64446/55172/6469",29
"GO:0031644","BP","GO:0031644","regulation of nervous system process","27/2006","124/18986",0.217741935483871,2.06084166854276,4.07351635563135,0.000197844753989632,0.0170639491392122,0.015067948789941,"6663/4099/118738/745/81832/5129/134/7143/55273/4846/1143/50944/3673/1890/3687/7133/27242/57555/85358/120892/2149/11343/10458/1855/23613/23316/6348",27
"GO:0150172","BP","GO:0150172","regulation of phosphatidylcholine metabolic process","6/2006","10/18986",0.6,5.67876370887338,5.08663644856143,0.000198966486622861,0.0170639491392122,0.015067948789941,"341/79888/3949/949/23682/84879",6
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","47/2006","262/18986",0.179389312977099,1.69784920049013,3.90944256222544,0.000201779826562209,0.0170639491392122,0.015067948789941,"5105/3099/5166/10993/5210/5214/5163/4837/3487/54206/5209/10580/2027/23417/3643/230/8660/2584/23516/2026/114897/2648/5106/7167/6513/55657/4122/5467/200186/221937/10295/5465/2548/2683/55276/7355/89944/79411/1407/9942/2822/8789/4886/648791/89792/80201/119391",47
"GO:0014850","BP","GO:0014850","response to muscle activity","11/2006","31/18986",0.354838709677419,3.35840864503264,4.51689435265669,0.000202497140044136,0.0170639491392122,0.015067948789941,"10631/84808/122622/183/3673/3678/8140/23371/825/252995/4772",11
"GO:0051349","BP","GO:0051349","positive regulation of lyase activity","11/2006","31/18986",0.354838709677419,3.35840864503264,4.51689435265669,0.000202497140044136,0.0170639491392122,0.015067948789941,"57413/2696/4846/140/84876/6786/10487/23479/9495/49/3973",11
"GO:0099111","BP","GO:0099111","microtubule-based transport","42/2006","225/18986",0.186666666666667,1.76672648720505,3.9765427529287,0.000177899029554161,0.0168947602194055,0.0149185501976998,"81832/4137/3800/25893/25777/57662/3064/54820/79036/23095/23287/63971/9371/26146/55081/144535/51098/8100/6103/79925/83538/11020/4117/166379/79989/92104/55764/80217/167691/51626/25911/57539/339829/152110/200373/345895/150737/53340/161582/150082/55172/50632",42
"GO:0099173","BP","GO:0099173","postsynapse organization","45/2006","246/18986",0.182926829268293,1.73133039904676,3.96824345316875,0.000172906922664426,0.0166855180371171,0.0147337834440196,"11141/388135/9201/26045/50944/3690/51225/54209/3911/22899/1942/7804/6405/57555/3643/54910/85358/120892/51517/87/9844/9026/10458/1855/23613/1140/3480/10163/9463/9732/58489/9912/4139/94134/23316/378/5770/23768/80823/64101/158866/5641/115703/5913/440915",45
"GO:0030159","MF","GO:0030159","signaling receptor complex adaptor activity","16/2054","51/18737",0.313725490196078,2.86186684995322,4.67172337223861,6.92367810230631e-05,0.016229101471806,0.0149405685365557,"50944/10603/29775/10580/2887/6461/85358/120892/8660/29760/9455/9846/10019/2783/5295/9908",16
"GO:0050727","BP","GO:0050727","regulation of inflammatory response","71/2006","438/18986",0.162100456621005,1.53421698375194,3.88783768154774,0.000164002824476485,0.0160857196531609,0.0142041445392145,"9173/2840/6279/6280/134/5054/353514/183/2268/89790/4210/58484/91662/2852/101/3371/7301/84630/8692/5138/8870/64127/5603/56833/22904/59272/51704/54209/240/241/55450/7133/9180/7097/135/3949/1051/1326/145407/6693/79651/64838/120892/7010/11343/1910/23765/5580/5045/6774/10318/23476/5335/5777/5467/23208/5465/2137/7132/6777/51114/9575/25875/340061/25827/81792/5733/3356/335/6401/6348",71
"GO:0060170","CC","GO:0060170","ciliary membrane","18/2101","78/19960",0.230769230769231,2.19236261121078,3.61892400003294,0.00102932725871259,0.0160461542242483,0.0139639614008065,"2847/9283/768206/80045/92211/150696/6094/9249/85358/132884/79770/129880/91147/84455/200728/192668/79583/54084",18
"GO:0005741","CC","GO:0005741","mitochondrial outer membrane","39/2101","223/19960",0.174887892376682,1.66147659773373,3.40706321495838,0.00103675592638315,0.0160461542242483,0.0139639614008065,"6663/3099/221481/597/4128/4504/1267/8408/5138/3162/2309/4257/7316/120892/8165/1375/10058/2182/2180/664/665/445/9868/54470/6843/25875/345778/340061/132671/79877/84987/670/84816/55750/64757/84303/79691/201164/91543",39
"GO:0050729","BP","GO:0050729","positive regulation of inflammatory response","33/2006","162/18986",0.203703703703704,1.92797533325948,4.07699242554501,0.000160601738303022,0.0160146700044497,0.0141414056937345,"9173/6279/6280/5054/353514/183/4210/58484/91662/101/84630/8692/5138/5603/51704/54209/241/55450/9180/7097/3949/1051/1326/120892/23765/10318/7132/6777/51114/9575/5733/3356/6348",33
"GO:0098885","BP","GO:0098885","modification of postsynaptic actin cytoskeleton","8/2006","17/18986",0.470588235294118,4.453932320685,4.89686338375323,0.000154732293992603,0.0156909036433516,0.0138555108572502,"51225/10458/85458/5216/23191/10487/83992/5217",8
"GO:0030833","BP","GO:0030833","regulation of actin filament polymerization","29/2006","135/18986",0.214814814814815,2.03313762416454,4.1405667220902,0.000150315979931121,0.0155058708263431,0.0136921216565208,"10344/822/256949/7111/342184/23500/146206/89848/3059/81553/57580/9168/10435/5581/90952/9026/274/5580/10458/85464/91663/1955/23580/51429/5216/6711/23191/5217/10602",29
"GO:0048711","BP","GO:0048711","positive regulation of astrocyte differentiation","7/2006","13/18986",0.538461538461538,5.09632640539919,5.07808714967744,0.000140230042173452,0.0155022799598576,0.0136889508200472,"4099/84630/5270/650/4851/274/6469",7
"GO:0097501","BP","GO:0097501","stress response to metal ion","9/2006","21/18986",0.428571428571429,4.05625979205241,4.81643178644217,0.000144874607235715,0.0155022799598576,0.0136889508200472,"6556/4501/4489/4502/4504/4499/4493/55532/10058",9
"GO:0050994","BP","GO:0050994","regulation of lipid catabolic process","18/2006","67/18986",0.26865671641791,2.54273001889853,4.34790618889607,0.000145949962683806,0.0155022799598576,0.0136889508200472,"344/134/341/5140/3949/23417/5581/8660/57104/949/5580/5465/7067/51099/150/225/2822/84879",18
"GO:0051494","BP","GO:0051494","negative regulation of cytoskeleton organization","34/2006","168/18986",0.202380952380952,1.91545601291364,4.09644673722188,0.000146997331696246,0.0155022799598576,0.0136889508200472,"10382/50944/822/1901/27124/256949/7111/146206/7454/9168/85358/10395/9026/2648/395/84952/5580/85464/91663/10163/5216/8874/9463/6711/23332/4869/338657/5295/91147/5217/126820/56890/26586/2258",34
"GO:0003158","BP","GO:0003158","endothelium development","31/2006","148/18986",0.209459459459459,1.98245129476436,4.12407365311515,0.000147690114944322,0.0155022799598576,0.0136889508200472,"60484/81575/55273/1903/5138/2246/7422/1901/3687/26051/634/4855/5175/7075/694/23462/54567/25932/4851/1910/91663/2194/7132/83605/5906/11167/90/7026/30061/2535/81792",31
"GO:0031279","BP","GO:0031279","regulation of cyclase activity","15/2006","50/18986",0.3,2.83938185443669,4.47625376877877,0.000134421361872526,0.01546621169391,0.0136571015230406,"57413/2696/2913/4846/343035/140/2788/1910/84876/6786/10487/84059/9495/49/3973",15
"GO:0007015","BP","GO:0007015","actin filament organization","75/2006","465/18986",0.161290322580645,1.52654938410575,3.95125712356103,0.000127969121416637,0.015012534381093,0.0132564916489185,"7018/10344/10083/11170/50944/56776/822/1901/201191/256949/7111/342184/23500/146206/89848/58480/22899/84940/3059/9124/10580/4542/8407/81553/5345/7454/57580/64005/65108/9168/57477/9645/10435/57553/5581/85358/51168/10395/90952/87/23221/79778/9844/84501/9026/274/395/84952/5580/64423/10458/85464/91663/7126/1955/5829/23580/51429/10163/5216/9463/4644/6711/23191/4641/23332/10487/10096/5295/94134/57619/5217/126820/10602/335",75
"GO:0043269","BP","GO:0043269","regulation of monoatomic ion transport","77/2006","480/18986",0.160416666666667,1.51828057494184,3.95303986224393,0.000125136165235366,0.0149737935320639,0.0132222823856063,"5354/7018/134/353514/3765/9002/342667/183/2847/7439/23704/2852/844/4846/285966/3755/26251/3690/255057/57165/3783/2564/3766/5270/2256/54209/1272/10312/5652/287/135/51393/5205/1318/5187/154043/5581/54899/3779/3757/2149/825/782/274/3064/9455/7533/10768/53826/80024/8514/5335/5777/84876/6786/9230/2783/150/2946/5533/23479/3790/7351/7881/28954/2258/7225/3769/3753/9495/6236/6769/196051/3356/4283/3973/6348",77
"GO:0010883","BP","GO:0010883","regulation of lipid storage","16/2006","55/18986",0.290909090909091,2.75333998005982,4.47571706892323,0.000121782266144361,0.0148698632314634,0.0131305089963168,"29923/123/3690/54209/4481/6720/9641/3685/57104/949/6721/5467/5465/51099/79068/128486",16
"GO:0008305","CC","GO:0008305","integrin complex","10/2101","31/19960",0.32258064516129,3.06459289739141,3.94572096077937,0.00090537460413726,0.0146800025099399,0.0127750852663979,"5354/3673/3690/3687/8515/3678/3674/3689/3685/3655",10
"GO:0032271","BP","GO:0032271","regulation of protein polymerization","40/2006","207/18986",0.193236714975845,1.82890940704457,4.1215249405037,0.000116863874014835,0.0145665949631408,0.012862714554396,"10382/10344/4137/84722/84630/122060/822/27124/256949/7111/342184/23500/146206/89848/3059/81553/57580/9168/57662/10435/5581/90952/9026/93323/274/5580/10458/85464/91663/1955/23580/51429/5216/8874/54930/6711/23191/23332/5217/10602",40
"GO:0015631","MF","GO:0015631","tubulin binding","69/2054","392/18737",0.176020408163265,1.60569347018262,4.25244446603525,4.71769735987409e-05,0.0138228532644311,0.0127253678786077,"81551/6279/6280/118611/4137/84722/3800/23255/9832/342184/1410/4600/25777/9654/57662/11104/120892/90990/84501/93323/3064/9448/85458/54820/256364/29911/23095/6786/8874/23208/54930/10844/23170/2683/23287/57609/51199/23332/23710/83473/63971/27072/9371/11092/26146/4692/9702/79884/5892/151393/4135/65055/55259/79841/164395/56890/64147/84142/3832/80129/84688/128344/286187/1069/440585/2258/23281/158297/675",69
"GO:0006090","BP","GO:0006090","pyruvate metabolic process","28/2006","126/18986",0.222222222222222,2.10324581810125,4.27059748925113,0.000105049871934723,0.0133726251869244,0.0118084055372984,"5105/54541/3099/5166/9123/10993/3939/5214/5163/8870/6521/5209/2027/3643/230/2584/2026/5106/6774/7167/221937/10295/5465/9611/4967/7351/3356/80201",28
"GO:0032421","CC","GO:0032421","stereocilium bundle","17/2101","70/19960",0.242857142857143,2.30720065275039,3.75774868200606,0.000761791947836894,0.0126531784506567,0.0110112674359993,"10083/7399/286262/5205/64787/9780/51168/161497/9455/10518/9732/4641/84059/494513/51473/793/54084",17
"GO:0010959","BP","GO:0010959","regulation of metal ion transport","68/2006","408/18986",0.166666666666667,1.57743436357594,4.05261315577159,9.65099000164192e-05,0.0125525811260486,0.011084283482435,"5354/7018/134/353514/9002/342667/183/2847/7439/23704/2852/844/4846/3755/26251/3690/255057/57165/3783/5270/2256/54209/1272/5652/287/135/51393/1318/5187/154043/5581/3779/3757/2149/825/782/274/3064/9455/7533/10768/53826/80024/8514/5335/5777/84876/6786/2783/150/2946/5533/23479/3790/7351/7881/28954/2258/7225/3753/9495/6236/6769/196051/3356/4283/3973/6348",68
"GO:0097731","CC","GO:0097731","9+0 non-motile cilium","27/2101","134/19960",0.201492537313433,1.91422705605717,3.6420236763731,0.000685565605994038,0.0121108888268482,0.0105393467957579,"10083/7399/768206/343035/5314/388531/23418/92211/5305/6094/9654/9249/123041/10518/2767/55081/51098/6103/65062/4117/23322/4867/55764/167691/119710/441054/1069",27
