"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000175084",106.232502268608,3.92313400768048,0.738432358639466,5.3127872333611,1.07961065104992e-07,9.19568042811219e-06
"ENSG00000261675",49.6232721280662,3.87403318672814,1.00475637253452,3.85569406935514,0.000115401736695924,0.00234107060734036
"ENSG00000182885",10.0009260474657,3.85784057646956,0.933562506541837,4.13238594034804,3.59016935156101e-05,0.000962865008963782
"ENSG00000026508",566.910043329379,3.85738338525905,0.577938129194079,6.67438812289142,2.48265784033936e-11,9.40855360391796e-09
"ENSG00000255737",8.47853748222929,3.80184400684689,0.953827028746985,3.98588411972479,6.72293189216128e-05,0.0015543584973309
"ENSG00000206172",1546.73653853579,3.79525299822884,0.636604068464243,5.96171653031465,2.49601879698052e-09,4.66202825158884e-07
"ENSG00000203811",7.52621875832681,3.77227641845595,1.53093101695387,2.4640407547309,0.0137380489634365,0.0778147637334815
"ENSG00000019169",26.9092676335512,3.76280567194462,0.710520179126231,5.29584631441709,1.18466443856923e-07,9.92877897568809e-06
"ENSG00000103522",13.6128969314447,3.72777384864956,0.726563570200403,5.13069193328996,2.88679036140145e-07,2.01297816427431e-05
"ENSG00000175592",11.4071781945308,3.72556668089213,0.883286504713627,4.21784626054035,2.46646887743842e-05,0.000724670726698172
"ENSG00000188536",1663.59022837181,3.72405588871337,0.644324653061112,5.77978177774327,7.47975806120293e-09,1.06778883581895e-06
"ENSG00000007908",21.1410120570097,3.72194375657656,0.657253335499414,5.66287541735857,1.48857236503642e-08,1.8895475132688e-06
"ENSG00000163464",7.26403355889661,3.68718291601965,0.83873758720843,4.39611026410739,1.10207965601996e-05,0.000377696997709906
"ENSG00000013588",36.85044581424,3.68035760013513,0.621315697865782,5.92349044580259,3.15179049280437e-09,5.48408076215788e-07
"ENSG00000047457",234.262396552293,3.65386371621035,0.530364158944781,6.88934886452381,5.60483351720545e-12,2.81847676233472e-09
"ENSG00000111057",32.5944824403307,3.62666493752835,0.663769578751252,5.46374081251387,4.6620409367872e-08,4.72510497891661e-06
"ENSG00000163736",7.10919526115701,3.62517872328517,0.972929808236312,3.72604343355123,0.000194508902113474,0.00346000903494233
"ENSG00000004939",30.3983861988808,3.62171255398057,0.834615168040414,4.33938022296426,1.42885118986633e-05,0.000468795856509594
"ENSG00000007350",7.74431746093486,3.62164206429176,0.768707811042557,4.7113376659721,2.46096085970045e-06,0.000112306571588669
"ENSG00000159167",37.0134766663371,3.5930190673529,0.660098223015387,5.44315821809013,5.23441150227804e-08,5.20435841722694e-06
"ENSG00000179023",15.8759055135143,3.59129240349487,0.94647636238303,3.7943815041009,0.000148011947020867,0.00281481047465356
"ENSG00000186564",26.843262244828,3.57792848588381,0.894440843507086,4.00018459784866,6.32930923602978e-05,0.00149298336582101
"ENSG00000253154",13.6810735528725,3.54997702986204,0.899374342966428,3.94716288898465,7.90827551268851e-05,0.00175397367583793
"ENSG00000018280",380.404705667934,3.53231166699099,0.537024921603568,6.57755631981368,4.78242736751606e-11,1.68994180044835e-08
"ENSG00000136244",16.1009475238081,3.52545682319235,0.833071535316311,4.23187766444782,2.31748456991552e-05,0.000690990923816657
"ENSG00000306308",6.0386790201707,3.52400076690872,1.20769826514404,2.91794802444998,0.00352343074958453,0.0300209158262906
"ENSG00000196735",107.326392911076,3.5080154886324,0.566894447392234,6.18812815113922,6.08828256693992e-10,1.40887168887533e-07
"ENSG00000285336",5.34919236649081,3.50560946979067,1.08775478857761,3.2227938746882,0.00126946870152491,0.0141497600495205
"ENSG00000099937",28.9537279235209,3.48096008860835,0.708019064870494,4.91647790479351,8.81151378839308e-07,4.99809705103451e-05
"ENSG00000187116",6.23855954542661,3.47806401688989,0.992689971216579,3.50367598921886,0.000458883325233497,0.00656060146065102
"ENSG00000124731",9.88299029412933,3.46588592869482,0.805946060060155,4.30039440658861,1.70494396331594e-05,0.000543689996301812
"ENSG00000289692",10.2543207160655,3.46023224897473,1.01513876074569,3.40862981769404,0.000652900117819106,0.00852781477565026
"ENSG00000117322",8.03116199999752,3.45309898953666,0.937925547595719,3.68163443078008,0.000231743542164754,0.00393835378689622
"ENSG00000180871",7.44276106709685,3.45026599126932,0.868694071310983,3.97178489552988,7.13361204990715e-05,0.00162630184387988
"ENSG00000237541",28.2503626034648,3.43833553249538,0.70875153647526,4.8512565483735,1.2268173316101e-06,6.50710880411208e-05
"ENSG00000165474",139.882236533656,3.43231374812372,0.532395743321715,6.44692184559721,1.14144609328478e-10,3.58485302978249e-08
"ENSG00000177575",474.204063615643,3.43143435118011,0.681077048712051,5.03824693207489,4.69815074517198e-07,2.99959919620738e-05
"ENSG00000268643",32.6052006582425,3.42770981082656,1.61088918433112,2.12783712509053,0.0333505900986095,0.141274028914392
"ENSG00000196154",26.8886522602888,3.42262206856047,0.611861951478137,5.59378150625659,2.2217652413721e-08,2.60002432952947e-06
"ENSG00000203710",49.7756091256907,3.42255467604072,0.508425313803451,6.73167638022803,1.67719354471521e-11,7.02521588791685e-09
"ENSG00000160593",21.7082647676654,3.41078926452206,0.652931919015441,5.22380536957852,1.75283019104809e-07,1.3520577187527e-05
"ENSG00000115474",24.9771910914846,3.40868580997158,0.68896377495319,4.94755447803214,7.51516746520966e-07,4.42180373942692e-05
