,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000068028,307.5223704,0.389349362,0.181065745,2.150320381,0.031529881,0.339004414
ENSG00000115758,811.032174,0.389250548,0.186727199,2.084594795,0.037106097,0.363253804
ENSG00000288880,24.05023914,0.389106744,0.372877726,1.043523699,0.29670581,0.727852848
ENSG00000180626,120.4554038,0.389064657,0.255878359,1.5205063,0.128383777,0.564099738
ENSG00000264522,983.1156355,0.389001286,0.234529157,1.658647865,0.097186771,0.515302113
ENSG00000111817,138.5159792,0.388840971,0.301531141,1.289554933,0.197205232,0.642670227
ENSG00000117242,77.35245363,0.388826867,0.356787068,1.089800899,0.275800858,0.712028013
ENSG00000149346,111.1679339,0.388682095,0.258161911,1.505574902,0.132176335,0.568244743
ENSG00000115461,1264.022809,0.388554289,0.228932604,1.69724313,0.089650704,0.502500424
ENSG00000221914,1210.067757,0.387961305,0.250839325,1.54665264,0.121947029,0.555571019
ENSG00000103876,195.7520003,0.387946191,0.303703786,1.277383451,0.201466904,0.648264975
ENSG00000139624,460.6090994,0.387781299,0.295816584,1.310884242,0.189896876,0.632455135
ENSG00000265590,210.1927693,0.387482491,0.299039103,1.295758607,0.195058663,0.640409351
ENSG00000169247,367.476866,0.387313352,0.40433511,0.957901856,0.338112251,0.754808549
ENSG00000289978,9.998653886,0.387244638,0.499621217,0.775076447,0.438294488,0.815207536
ENSG00000137193,401.6093722,0.387220458,0.246365838,1.57172951,0.116013295,0.545363953
ENSG00000080802,605.8339769,0.387175584,0.215592391,1.795868495,0.072515434,0.467872255
ENSG00000154328,1155.600931,0.38716912,0.130464862,2.967612241,0.003001227,0.105737224
ENSG00000083817,89.9219836,0.387038863,0.252875347,1.530551978,0.125880158,0.561823919
ENSG00000100906,963.5021347,0.386611927,0.318419425,1.214159364,0.224686875,0.66792939
ENSG00000254726,50.67434383,0.386567875,0.330030557,1.171309344,0.241474457,0.683521807
ENSG00000156958,256.800777,0.386436183,0.256607003,1.505945586,0.132081143,0.568244743
ENSG00000204962,22.03286592,0.386420185,0.528932342,0.730566378,0.465044055,0.829349137
ENSG00000116761,118.2794093,0.38614961,0.228126149,1.692702095,0.090512186,0.504087882
ENSG00000151617,50.71559148,0.386088954,0.357822819,1.078994781,0.280590054,0.715718278
ENSG00000188603,243.6172245,0.385975186,0.217001106,1.778678431,0.075292497,0.474247553
ENSG00000263400,46.29740387,0.385776823,0.358326816,1.076606064,0.281656294,0.716688653
ENSG00000235501,249.3126861,0.38566247,0.262666633,1.46825832,0.142034068,0.581884755
ENSG00000136122,21.41620419,0.38556443,0.411494138,0.936986446,0.34876553,0.761740286
ENSG00000076641,389.5870073,0.385248735,0.253477066,1.519856372,0.128547077,0.564099738
ENSG00000103091,446.9140107,0.385238859,0.200762284,1.918880638,0.054999442,0.424006281
ENSG00000289746,15.51732276,0.38523669,0.64896523,0.593616842,0.552768414,0.868952965
ENSG00000171094,78.07539987,0.385116706,0.309783325,1.24318088,0.213801187,0.660592636
ENSG00000273311,19.9086385,0.384986038,0.560094118,0.687359544,0.491856185,0.841721348
ENSG00000103044,15.21814889,0.384904757,0.424382561,0.906975903,0.36441954,0.771159568
ENSG00000119778,66.25180459,0.384886153,0.305565217,1.259587582,0.207818178,0.653472406
ENSG00000257913,102.8902915,0.384831394,0.331580177,1.160598312,0.245805292,0.686809864
ENSG00000144460,226.6364353,0.384614287,0.335382087,1.146794365,0.251466619,0.690815832
ENSG00000196696,47.66107494,0.384606245,0.371654361,1.034849271,0.300739309,0.730009934
ENSG00000147118,97.1430243,0.38449902,0.31600187,1.21676185,0.223694839,0.66731339
ENSG00000131013,274.5884993,0.384357753,0.222035418,1.731065055,0.083440162,0.492934799
ENSG00000104852,2040.800907,0.384272977,0.230495023,1.667163883,0.095481822,0.513165548
ENSG00000117724,46.57798792,0.384194587,0.303778738,1.264718491,0.205972259,0.652594569
ENSG00000140830,345.3875458,0.38399562,0.233813801,1.642313748,0.100524999,0.52031563
ENSG00000166037,359.9428289,0.383948416,0.182433074,2.104598738,0.035326252,0.355206893
ENSG00000124212,71.33005449,0.383645794,0.33909947,1.13136654,0.257900848,0.696192567
ENSG00000145020,39.65714586,0.38351431,0.417642016,0.918284788,0.358469789,0.767260547
ENSG00000164111,1531.231392,0.38317919,0.224051517,1.710228052,0.08722371,0.499450858
ENSG00000155026,10.74788222,0.383092797,0.5851397,0.654703136,0.512658906,0.85161289
ENSG00000121749,712.666781,0.382953495,0.248877718,1.538721499,0.123872302,0.557498968
ENSG00000176222,69.3029964,0.38292071,0.322966148,1.185637295,0.235765567,0.679139701
ENSG00000139211,171.4510593,0.382907359,0.37380458,1.024351704,0.305669185,0.734364183
ENSG00000090661,820.6097391,0.382883989,0.222210962,1.723065258,0.084876725,0.496311273
ENSG00000028116,64.5215225,0.382811788,0.388946258,0.984227975,0.325003434,0.747183347
ENSG00000030419,112.8481925,0.382791534,0.294737321,1.298754881,0.194028063,0.638470726
ENSG00000071967,960.4824351,0.382747291,0.346657107,1.10410917,0.269545784,0.707932721
ENSG00000105708,147.7793243,0.382626866,0.219913902,1.739893937,0.081877644,0.488890351
ENSG00000197442,1089.654539,0.382613334,0.182637822,2.094929353,0.036177273,0.358077871
ENSG00000085719,686.8470716,0.382542139,0.236436972,1.617945517,0.10567434,0.530023297
ENSG00000122435,62.23728085,0.382404698,0.336284465,1.137146488,0.255477053,0.693067689
ENSG00000179532,90.08619892,0.382245755,0.277989852,1.375034924,0.169120618,0.61441573
ENSG00000183090,146.2500438,0.38218481,0.740809169,0.515901836,0.605922972,0.89260303
ENSG00000288920,499.5050896,0.382177329,0.503745796,0.758671004,0.448049387,0.822423316
ENSG00000256982,77.36425711,0.382005991,0.314938091,1.21295582,0.225146712,0.668065796
ENSG00000092036,159.6227095,0.381834078,0.229319644,1.665073567,0.09589808,0.513338053
ENSG00000271425,111.2228514,0.381795847,0.349682697,1.091835113,0.274905582,0.711130805
ENSG00000205744,47.7702418,0.381189733,0.267263698,1.426268273,0.153790919,0.596757191
ENSG00000146731,2561.579884,0.381185783,0.23645855,1.612061747,0.106948504,0.531708199
ENSG00000140522,155.890099,0.381100919,0.372747891,1.022409323,0.30658721,0.735918132
ENSG00000172765,868.7809464,0.381032379,0.313227161,1.216472982,0.223804797,0.667431096
ENSG00000139835,27.33021344,0.380983839,0.418179598,0.911053146,0.362267372,0.768949899
ENSG00000161640,9.736417844,0.380863769,0.782553816,0.486693389,0.626475631,0.899582876
ENSG00000179399,263.3117311,0.380359493,0.339387593,1.120723034,0.262405774,0.700661533
ENSG00000293143,39.76785962,0.380262282,0.364794628,1.042400991,0.297225807,0.727852848
ENSG00000227110,34.15132908,0.380228515,0.333228362,1.141044874,0.25385125,0.692025864
ENSG00000291094,73.3400844,0.38018044,0.441840639,0.860446972,0.389542702,0.787891826
ENSG00000255545,28.94495942,0.380095833,0.333047347,1.14126666,0.253758972,0.692025864
ENSG00000080819,491.7273416,0.379934006,0.250786421,1.514970402,0.1297799,0.565275505
ENSG00000291093,617.1462493,0.379889087,0.164685759,2.306751298,0.021068689,0.284985489
ENSG00000104856,82.7937434,0.37986907,0.381043021,0.996919111,0.318803775,0.743162794
ENSG00000260528,57.0444361,0.379839877,0.361891483,1.049596066,0.293903866,0.725903445
ENSG00000120903,209.3168834,0.379733198,0.32215788,1.178717707,0.238510602,0.681592571
ENSG00000175376,440.4167941,0.379695484,0.196271996,1.934537229,0.053047109,0.418732005
ENSG00000276408,26.7099722,0.379633852,0.395572792,0.959706682,0.337202859,0.754808549
ENSG00000143995,134.1483575,0.379516303,0.355272041,1.0682414,0.285411634,0.719535809
ENSG00000276259,17.58082576,0.379362109,0.680457585,0.557510295,0.577178827,0.881670344
ENSG00000167524,828.8773037,0.379038726,0.200652479,1.889030866,0.058887693,0.437590102
ENSG00000148926,153.3902924,0.378809342,0.586354819,0.64604115,0.518252706,0.853571805
ENSG00000258813,19.04840209,0.378787397,0.507366046,0.746576165,0.45531944,0.825950043
ENSG00000290960,12.52037636,0.378442643,0.59269634,0.638510174,0.523141633,0.855513058
ENSG00000139192,90.1321207,0.378434439,0.320134169,1.182111987,0.237161269,0.679644537
ENSG00000261478,14.56334342,0.378258857,0.598678418,0.631823105,0.527502474,0.857819748
ENSG00000005339,1723.66581,0.378258048,0.221192543,1.710084992,0.087250158,0.499450858
ENSG00000170525,2224.92231,0.378222435,0.299436612,1.263113527,0.206548384,0.652876807
ENSG00000152661,7691.265511,0.378138275,0.419592921,0.901202704,0.367480553,0.774129595
ENSG00000144366,228.499864,0.378121083,0.346998902,1.089689566,0.275849914,0.712037326
ENSG00000064490,483.5609945,0.378009945,0.380145018,0.99438353,0.320036183,0.74437856
ENSG00000110274,272.257551,0.37798531,0.243777779,1.550532255,0.121013818,0.555191574
ENSG00000168917,366.6100008,0.377972128,0.24877011,1.519363108,0.128671123,0.564099738
ENSG00000203737,14.29574978,0.37780606,0.824950486,0.457974225,0.646970959,0.90618051
ENSG00000122861,22.46841231,0.377628899,0.394539749,0.957137777,0.338497718,0.754848779
ENSG00000164070,2434.760796,0.377557952,0.341442787,1.105772228,0.268825118,0.707494034
ENSG00000169813,961.7192272,0.377532619,0.22555258,1.673812022,0.094167549,0.511459571
ENSG00000185988,70.56012593,0.377416435,0.422704283,0.892861629,0.371931278,0.777879908
ENSG00000133422,703.1877809,0.377302272,0.231547878,1.629478426,0.103211778,0.524057874
ENSG00000104368,273.7497118,0.377199469,0.337342413,1.118150149,0.263502871,0.701316188
ENSG00000133863,23.19106527,0.377152721,0.298687199,1.262701324,0.206696538,0.652876807
ENSG00000175455,178.2149849,0.37712596,0.31968731,1.17967135,0.238130953,0.681128737
ENSG00000196204,273.0889419,0.37707805,0.205874538,1.831591482,0.067012307,0.456263536
ENSG00000140400,578.678994,0.377063982,0.213252527,1.768157155,0.077034635,0.479478558
ENSG00000020426,159.4157733,0.376967452,0.255443112,1.475739347,0.140013879,0.57921788
ENSG00000291039,28.77120437,0.376823155,0.433278551,0.869701846,0.384463363,0.784336743
ENSG00000116117,111.8809594,0.376790806,0.293385075,1.284287574,0.199041353,0.645648274
ENSG00000177752,9.925246775,0.376469666,0.485479479,0.775459484,0.438068197,0.81519582
ENSG00000106333,45.85278586,0.376152934,0.443690037,0.847783142,0.396558753,0.792113455
ENSG00000104953,8.90946019,0.375966495,0.617531628,0.60882144,0.542642801,0.864973873
ENSG00000135916,25679.60404,0.375924267,0.249698516,1.505512622,0.132192334,0.568244743
ENSG00000087077,409.3096839,0.375334203,0.340232205,1.10317071,0.269953038,0.708033083
ENSG00000285589,84.23753396,0.375026488,0.251814189,1.489298474,0.136408789,0.574541521
ENSG00000147234,224.3253768,0.374847889,0.26298408,1.425363427,0.154052174,0.596873445
ENSG00000065978,2035.174758,0.374832313,0.183679787,2.040683508,0.041282296,0.377842668
ENSG00000112561,443.436863,0.374797358,0.365190869,1.026305393,0.304747656,0.733548452
ENSG00000241852,103.5867811,0.374739632,0.321457494,1.165751735,0.243714836,0.685515835
ENSG00000290993,142.7662089,0.374627924,0.26094518,1.435657572,0.151099804,0.592796411
ENSG00000197261,12.11557826,0.374504264,0.863112608,0.433899656,0.664361309,0.912845938
ENSG00000162591,72.53077364,0.374460189,0.498760654,0.750781334,NA,NA
ENSG00000178826,24.78169476,0.374441048,0.696123616,0.537894477,0.590649902,0.885628951
ENSG00000214021,209.5075528,0.374362897,0.28176013,1.328658165,0.183960773,0.62686605
ENSG00000082898,1929.369514,0.37417303,0.155503033,2.406210499,0.016118974,0.252437265
ENSG00000183814,57.7642815,0.37416975,0.266344995,1.404831165,0.160071489,0.603298736
ENSG00000182508,20.39428442,0.374134609,0.477752058,0.783114595,0.433559821,0.812935399
ENSG00000187531,225.2304238,0.374074227,0.216242775,1.729880809,0.083651573,0.493721596
ENSG00000164117,245.5681995,0.373821601,0.240550033,1.554028477,0.120177624,0.553681865
ENSG00000149742,15.13812967,0.373445484,0.502873839,0.742622612,0.457710195,0.826525676
ENSG00000108423,115.2502164,0.373338091,0.232683243,1.604490661,0.108605941,0.535150088
ENSG00000261553,9.619924403,0.37322508,0.540200041,0.690901614,0.489627372,0.840460147
ENSG00000167536,264.2238582,0.373219512,0.273609943,1.364056835,0.172549679,0.617365443
ENSG00000080573,510.1680046,0.373174791,0.293523678,1.271361796,0.203599967,0.650297196
ENSG00000163703,1617.70455,0.373174128,0.160327043,2.327580678,0.01993438,0.276515782
ENSG00000074621,84.80009805,0.373138712,0.332306144,1.122876356,0.26149001,0.699795316
ENSG00000083123,408.2704442,0.373067144,0.252554184,1.477176653,0.13962829,0.579142284
ENSG00000130669,550.3447888,0.372715556,0.231758899,1.608203862,0.107790538,0.533800188
ENSG00000289748,14.46820668,0.372604606,0.576389493,0.646445868,0.517990643,0.853571805
ENSG00000174243,1226.12379,0.372457478,0.131898209,2.823825128,0.004745427,0.133904488
ENSG00000125753,300.9184785,0.372384941,0.30647875,1.215043266,0.22434959,0.667898607
ENSG00000174327,11.36453039,0.37238135,0.540529616,0.68891942,0.490873978,0.841010722
ENSG00000196277,404.4388902,0.372171098,0.2141184,1.738155609,0.082183398,0.489400404
ENSG00000124570,1002.246759,0.37175512,0.261930595,1.419288647,0.155814881,0.598539044
ENSG00000064012,15.05953971,0.37148849,0.510906435,0.727116483,0.467154602,0.829940774
ENSG00000165895,109.2906034,0.37112536,0.285311148,1.300774132,0.193335779,0.637294505
ENSG00000126458,240.2954096,0.370912935,0.365177925,1.0157047,0.309770029,0.738453362
ENSG00000167333,322.5513442,0.370867525,0.16876283,2.197566401,0.02798002,0.324417449
ENSG00000112837,18.70454793,0.370796313,0.629753065,0.588796361,0.555997887,0.870309524
ENSG00000198909,432.3440181,0.370686613,0.206566255,1.794516789,0.072730721,0.468236477
ENSG00000175899,3326.987037,0.370543744,0.363081048,1.020553803,0.307465886,0.736628513
ENSG00000272221,33.7153561,0.370326331,0.524630708,0.705880013,0.480262758,0.835785192
ENSG00000100065,46.83077128,0.370007517,0.384156226,0.963169385,0.335462526,0.754369236
ENSG00000091656,231.4316658,0.369855638,0.310636225,1.190639109,0.233795292,0.677652835
ENSG00000197119,848.3493095,0.36977693,0.229646347,1.610201661,0.107353839,0.532243411
ENSG00000113732,875.2469754,0.369723473,0.30727247,1.20324308,0.228882268,0.672403892
ENSG00000240303,163.9319268,0.369541652,0.229264595,1.611856607,0.106993147,0.531708199
ENSG00000291146,297.6969051,0.369414175,0.264279641,1.397815489,0.162168482,0.605050714
ENSG00000300758,15.61590979,0.369249479,0.590752185,0.625049705,0.531938436,0.858256949
ENSG00000253731,102.9232278,0.369025145,0.423748839,0.870858184,0.383831591,0.783892498
ENSG00000148399,211.9136294,0.368992909,0.198098062,1.862678036,0.062507578,0.445995035
ENSG00000004534,612.165694,0.368931568,0.279128881,1.321724813,0.186259803,0.628971484
ENSG00000076108,1089.053881,0.368813829,0.218261579,1.689778981,0.091070246,0.504630976
ENSG00000141068,826.1144078,0.368589465,0.195744116,1.883016831,0.059698087,0.43879021
ENSG00000291261,50.19334202,0.368583874,0.584111658,0.631016123,0.528029982,0.857819748
ENSG00000286596,21.82532093,0.368483137,0.431730986,0.853501714,0.393381138,0.789876611
ENSG00000073331,25.87920522,0.368439751,0.435152203,0.846691682,0.397166996,0.792288271
ENSG00000293698,111.6911013,0.368159891,0.301629575,1.220569602,0.222249022,0.666538205
ENSG00000036530,3554.766462,0.367916708,0.198857469,1.850152823,0.064291526,0.449282978
ENSG00000205581,645.9610507,0.367692579,0.190073549,1.934475263,0.053054721,0.418732005
ENSG00000157353,243.2104854,0.36751294,0.241217651,1.523573995,0.127615163,0.562541781
ENSG00000164087,58.48012428,0.367332387,0.297244418,1.23579238,0.216535748,0.663949451
ENSG00000177084,107.9471572,0.367217572,0.451548567,0.813240478,0.416080196,0.802328387
ENSG00000116560,2468.960648,0.367170605,0.190726719,1.925113621,0.054215145,0.421499217
ENSG00000272807,16.3374214,0.36708752,0.464796958,0.789780384,0.429656037,0.810256997
ENSG00000141682,35.73032666,0.366997383,0.54625656,0.671840689,0.501685122,0.846604822
ENSG00000159231,200.2144412,0.366989444,0.388824537,0.943843324,0.345249718,0.760199809
ENSG00000157873,326.9654561,0.366946041,0.338042557,1.0855025,0.277699157,0.713620499
ENSG00000172771,26.10241741,0.366758903,0.349024179,1.050812307,0.293344802,0.725650832
ENSG00000226816,9.312848182,0.366637399,0.750509735,0.488517846,0.625183088,0.899194057
ENSG00000160447,62.34474365,0.366486152,0.370963673,0.987930029,0.323186917,0.746337492
ENSG00000255559,15.99744873,0.366469359,0.543257012,0.67457824,0.499943762,0.846079298
ENSG00000196357,86.57360797,0.36640876,0.188091945,1.948030047,0.051411368,0.415604314
ENSG00000135596,215.1269211,0.366376284,0.263998345,1.387797653,0.16519867,0.608890717
ENSG00000234072,61.4454352,0.36636215,0.310656145,1.179317248,0.238271873,0.681314846
ENSG00000165458,1089.094132,0.366265744,0.243235562,1.505806723,0.132116797,0.568244743
ENSG00000172602,1919.382584,0.366264586,0.210778629,1.737674206,0.082268236,0.489400404
ENSG00000139187,48.63790061,0.366249154,0.482474423,0.759105844,0.447789244,0.822423316
ENSG00000126746,586.7450838,0.366148409,0.125687362,2.913168077,0.00357782,0.118224151
ENSG00000197857,186.2750925,0.366068096,0.237950427,1.538421683,0.123945544,0.557683179
ENSG00000287207,10.74877712,0.365985971,0.564058406,0.648844103,0.516439147,0.853050104
ENSG00000257017,22.14626226,0.365965643,1.499682034,0.244028824,0.807208496,0.956772502
ENSG00000115541,1828.680132,0.36595782,0.206639164,1.770999325,0.076560814,0.47825881
ENSG00000168268,519.0883555,0.365820856,0.274668746,1.331861968,0.18290555,0.625446129
ENSG00000140299,424.7054489,0.365784666,0.187669818,1.949086268,0.051285123,0.415604314
ENSG00000115109,441.7737775,0.365679425,0.279566827,1.308021517,0.190866011,0.633898799
ENSG00000103356,610.1885745,0.365675883,0.18509123,1.975652126,0.048194191,0.404907624
ENSG00000237973,2657.860792,0.36566101,0.476656492,0.767137375,0.442999842,0.818957138
ENSG00000167004,2715.659763,0.36561294,0.134884233,2.710568402,0.006716799,0.164233012
ENSG00000130309,529.8160596,0.365443341,0.152998189,2.388546834,0.016915152,0.257039721
ENSG00000260743,14.51034666,0.365347539,0.453811047,0.805065326,0.420781983,0.805772601
ENSG00000288899,48.60327935,0.365311642,0.275669594,1.325179311,0.185111686,0.627752014
ENSG00000088451,64.44956632,0.365272862,0.271960068,1.343112117,0.179235672,0.622616776
ENSG00000147202,221.4278809,0.365163314,0.238843937,1.528878308,0.126294615,0.561823919
ENSG00000243015,7.965186123,0.365001574,1.084164396,0.336666262,0.736368499,0.936405966
ENSG00000185262,853.1762259,0.364993629,0.303027091,1.204491743,0.228399572,0.67203069
ENSG00000115875,1167.100585,0.364989931,0.262088344,1.39262176,0.163734199,0.606951675
ENSG00000205456,27.93464137,0.364751267,0.512492826,0.711719753,0.476638334,0.834033305
ENSG00000197714,130.8855227,0.364581009,0.29857483,1.221070808,0.222059212,0.666538205
ENSG00000127325,20.49740551,0.364339398,0.589092389,0.618475818,0.536261733,0.861435267
ENSG00000236778,40.96191828,0.364330353,0.308046352,1.182712763,0.236923004,0.679644537
ENSG00000135547,106.812736,0.364145292,0.251601405,1.44731025,0.14781005,0.588008634
ENSG00000185149,69.14273041,0.364106441,0.451082973,0.807182853,0.419561143,0.80483898
ENSG00000148634,639.6723043,0.364101797,0.26680951,1.364650743,0.172362848,0.617088675
ENSG00000069399,144.4543938,0.364066941,0.340125219,1.070390903,0.284443392,0.718638931
ENSG00000010704,38.97459976,0.363696413,0.424601235,0.856559949,0.391688128,0.789127795
ENSG00000139324,440.2270872,0.363680178,0.213982925,1.699575693,0.089210766,0.502298647
ENSG00000281501,24.61836326,0.363432073,0.525432387,0.691681903,0.489137115,0.84029396
ENSG00000156508,61424.02921,0.363430162,0.218124131,1.666162107,0.095681131,0.513338053
ENSG00000011132,130.6671344,0.363056095,0.244430147,1.485316359,0.13746004,0.576068989
ENSG00000226314,14.92761102,0.362996876,0.433029565,0.838272729,0.401877548,0.794772248
ENSG00000144029,826.3274612,0.362968494,0.211657511,1.714885963,0.086366137,0.499244174
ENSG00000085117,820.5148273,0.362928506,0.313023692,1.159428231,0.246281675,0.686928265
ENSG00000052802,2069.018413,0.362842205,0.213726594,1.697693297,0.089565664,0.502298647
ENSG00000081818,243.4340972,0.362837309,0.264360936,1.372507278,0.169905575,0.614917796
ENSG00000187626,89.18945422,0.362826841,0.27788088,1.305691998,0.19165732,0.634523466
ENSG00000023445,56.19187391,0.362798101,0.390824934,0.928288011,0.353258191,0.76394485
ENSG00000278558,22.97387184,0.362467065,0.60647215,0.597664815,0.550063607,0.867725166
ENSG00000109083,227.0714386,0.362388579,0.278878313,1.299450558,0.193789351,0.638123055
ENSG00000140262,772.139663,0.361939181,0.260913794,1.387198334,0.165381293,0.608934549
ENSG00000117500,751.9010434,0.361727967,0.302256231,1.19675934,0.231400371,0.675958216
ENSG00000080854,923.8804085,0.361680175,0.196017737,1.845140037,0.06501717,0.451493593
ENSG00000249437,95.33906457,0.361641815,0.295231262,1.224944177,0.220596254,0.665513618
ENSG00000176428,390.0036258,0.360772168,0.293763802,1.228102866,0.219408355,0.665513618
ENSG00000104812,446.4771802,0.360539264,0.248759277,1.449350021,0.147239858,0.587495446
ENSG00000300424,15.96425602,0.360236113,0.423136324,0.851347645,0.394576266,0.790906946
ENSG00000188486,1151.611774,0.359944261,0.310077683,1.160819631,0.245715258,0.686809864
ENSG00000244558,142.0704623,0.359802262,0.183810424,1.957463855,0.050292957,0.410879704
ENSG00000140022,1178.618944,0.359521132,0.420880782,0.85421133,0.392987907,0.78969431
ENSG00000118960,550.5391605,0.359491655,0.265021423,1.356462625,0.174952019,0.618825543
ENSG00000177984,43.75920751,0.35945584,0.524749701,0.685004374,0.493341161,0.843255533
ENSG00000167306,135.4514767,0.359448545,0.475184771,0.756439531,0.449385714,0.823209471
ENSG00000186283,385.8611632,0.359409052,0.158922668,2.261534217,0.023726196,0.303176851
ENSG00000290046,12.15602661,0.359394364,0.487600481,0.737067287,0.461081432,0.827773176
ENSG00000197712,123.9629523,0.359292415,0.373902748,0.96092478,0.33658999,0.754808549
ENSG00000179021,298.3911116,0.359070936,0.218759802,1.641393586,0.10071574,0.520327191
ENSG00000160741,640.5074435,0.359018405,0.260212162,1.379714161,0.167674671,0.612480972
ENSG00000169181,408.7614259,0.358687637,0.3196218,1.122225193,0.261766703,0.700139958
ENSG00000172273,443.2699819,0.358669683,0.198823212,1.803962823,0.071237135,0.466026868
ENSG00000119820,1595.507411,0.358617671,0.289366566,1.239319652,0.215227144,0.662619633
ENSG00000286654,17.65983035,0.358524476,0.411862558,0.870495433,0.384029714,0.784112841
ENSG00000211459,635316.9829,0.358500489,0.61012117,0.587589001,0.556808195,0.870852173
ENSG00000172922,792.3227301,0.35842138,0.237825052,1.507080004,0.131790152,0.568244743
ENSG00000172037,730.533258,0.358413546,0.412837514,0.868170973,0.385300742,0.784945583
ENSG00000196653,62.58708144,0.358291554,0.215231334,1.664681197,0.095976376,0.513338053
ENSG00000250303,130.8291302,0.35818377,0.190732851,1.877934331,0.060390149,0.440266251
ENSG00000198522,508.5148243,0.358111976,0.201565246,1.776655368,0.07562496,0.475287048
ENSG00000204482,53.26847775,0.358059784,0.458536596,0.780875041,0.434875993,0.813450057
ENSG00000104218,135.3353335,0.357830126,0.216025433,1.656425915,0.097635597,0.515801447
ENSG00000104313,83.5496463,0.35764687,0.398127119,0.898323306,0.369013211,0.775194849
ENSG00000166340,2939.044493,0.357544899,0.259643471,1.377061008,0.168493387,0.613746399
ENSG00000272398,182.6863936,0.357479339,0.260631505,1.371589129,0.17019138,0.614917796
ENSG00000278982,12.10853301,0.357421537,0.577667423,0.618732375,0.536092679,0.86136955
ENSG00000182985,1837.400723,0.357386563,0.157194231,2.27353486,0.022993968,0.297179377
ENSG00000152767,2229.575466,0.357382742,0.283435856,1.260894606,0.207346822,0.65312675
ENSG00000151665,192.3810322,0.357246718,0.192422531,1.856574262,0.063371749,0.447549678
ENSG00000276166,15.20893541,0.357223444,0.621646207,0.574641075,0.565534067,0.876253848
ENSG00000135702,73.83442487,0.357200333,0.371696395,0.961000262,0.336552036,0.754808549
ENSG00000100156,20.95421107,0.357179134,0.443215111,0.805882123,0.42031082,0.805201105
ENSG00000268592,16.69032918,0.35705658,0.510312212,0.69968261,0.484125539,0.837686613
ENSG00000128309,487.5235099,0.356951262,0.343704014,1.038542606,0.29901751,0.729023634
ENSG00000186891,29.63805066,0.356777477,0.398913472,0.894373095,0.371122303,0.777218193
ENSG00000275993,433.1907763,0.356752022,0.528587414,0.674915847,0.499729232,0.846018712
ENSG00000198169,148.8877766,0.356489154,0.195622348,1.822333481,0.068404401,0.460153392
ENSG00000274605,28.49353432,0.356367769,0.308057535,1.156822115,0.247345044,0.687547482
ENSG00000166450,16.36464507,0.356268866,0.538318172,0.66181839,0.508087619,0.849928764
ENSG00000122386,353.9035069,0.356222272,0.311822329,1.142388596,0.25329253,0.691978615
ENSG00000179151,574.7039341,0.35606955,0.139463119,2.553144881,0.010675508,0.209244376
ENSG00000133789,613.6389759,0.35605381,0.248542142,1.432569172,0.151980997,0.593818112
ENSG00000183864,1390.154472,0.355985088,0.319727726,1.113400743,0.265536356,0.703595279
ENSG00000167470,1046.913359,0.355712368,0.284005587,1.2524837,0.210393664,0.656059558
ENSG00000267260,62.44946353,0.355695535,0.288313448,1.233711221,0.217310531,0.664709598
ENSG00000174808,16.86141482,0.355676949,0.47066272,0.755693905,0.449832739,0.823786932
ENSG00000185163,719.6192805,0.355663518,0.303016175,1.173744335,0.240497446,0.682184067
ENSG00000110492,141.2391556,0.355386477,0.355738421,0.999010665,0.317789525,0.742934543
ENSG00000158615,973.3696817,0.355381894,0.217081174,1.637092186,0.101611209,0.522878407
ENSG00000140105,2131.279392,0.35536413,0.268862115,1.321733742,0.186256829,0.628971484
ENSG00000132964,234.2152639,0.355307736,0.193574161,1.835512212,0.066429831,0.454906506
ENSG00000106344,386.469105,0.355223199,0.215800474,1.646072379,0.099748858,0.518354853
ENSG00000100726,812.14318,0.355217791,0.289241827,1.228099667,0.219409556,0.665513618
ENSG00000164535,779.6438143,0.355084843,0.184271276,1.926967953,0.053983624,0.421076074
ENSG00000104408,1808.680405,0.354905412,0.251883409,1.409006705,0.158833186,0.601951068
ENSG00000151208,578.1678467,0.354900013,0.198324965,1.789487339,0.073536365,0.469591073
ENSG00000171044,25.44583359,0.354714034,0.423042359,0.838483492,0.401759215,0.794772248
ENSG00000136840,261.3470681,0.35448086,0.23332365,1.519266738,0.128695369,0.564099738
ENSG00000066027,1006.402655,0.354178592,0.208396987,1.699537967,0.089217867,0.502298647
ENSG00000078549,3540.138653,0.354061323,0.250104649,1.415652705,0.156877212,0.60054855
ENSG00000168830,145.0418917,0.354008091,0.26068647,1.357984141,0.174468716,0.618825543
ENSG00000019144,2060.566548,0.353977364,0.3048898,1.161001004,0.245641491,0.686809864
ENSG00000198483,377.1870159,0.353755046,0.22853864,1.547900376,0.121646284,0.555567936
ENSG00000073756,141.3638053,0.35356394,0.295044972,1.198339148,0.230785012,0.674746247
ENSG00000151067,1047.090466,0.353287293,0.25986999,1.359477072,0.173995463,0.618626749
ENSG00000166387,229.5000969,0.353143983,0.346266322,1.019862346,0.307793749,0.736686603
ENSG00000214435,229.9184027,0.353098174,0.319301273,1.105846435,0.268792993,0.707494034
ENSG00000198000,271.1446772,0.353073962,0.161987539,2.179636561,0.029284412,0.330853987
ENSG00000135363,517.0444299,0.352683429,0.219514195,1.606654321,0.108130219,0.534167527
