,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000186395,293.8031709,-0.1546018,0.245721299,-0.629175413,0.529234223,0.858256949
ENSG00000144021,1727.469641,-0.154611017,0.172856431,-0.894447581,0.371082464,0.777218193
ENSG00000099290,873.3969627,-0.154666377,0.216918792,-0.713015112,0.475836406,0.834033305
ENSG00000138190,446.4585855,-0.154684293,0.244845878,-0.631761884,0.527542484,0.857819748
ENSG00000250565,135.8029031,-0.154759147,0.163888571,-0.944294928,0.345018957,0.759868435
ENSG00000070669,1540.401412,-0.154796858,0.254972278,-0.607112505,0.543776252,0.864973873
ENSG00000072958,2632.8566,-0.154944764,0.185979253,-0.833129297,0.404771812,0.795923719
ENSG00000133019,1348.87957,-0.155112678,0.28276425,-0.548558307,0.583308605,0.883622474
ENSG00000151552,9369.292865,-0.155229724,0.222288538,-0.698325362,0.484973742,0.83819451
ENSG00000116679,1035.537334,-0.155284307,0.21097537,-0.7360305,0.461712137,0.827773176
ENSG00000169918,1208.018804,-0.155364701,0.194232948,-0.799888499,0.423775402,0.808012182
ENSG00000160326,592.5476354,-0.155364778,0.201572886,-0.770762284,0.440847847,0.817254296
ENSG00000165678,9460.654486,-0.155396927,0.203772427,-0.762600364,0.445701767,0.820507269
ENSG00000161798,34.19275997,-0.155417659,0.386896403,-0.40170355,0.687902212,0.921713996
ENSG00000117868,1257.989859,-0.15546801,0.222789596,-0.697824373,0.485287034,0.83858946
ENSG00000187122,2494.014523,-0.155503857,0.243744418,-0.637979149,0.523487253,0.855513058
ENSG00000099624,3466.925308,-0.15550863,0.338650175,-0.459201387,0.646089555,0.905615904
ENSG00000136261,423.4878927,-0.155587036,0.307446629,-0.506061936,0.61281317,0.894613355
ENSG00000073969,10054.23855,-0.15562727,0.252735318,-0.615771753,0.538045173,0.862530463
ENSG00000288891,175.2811836,-0.155672556,0.198678348,-0.783540622,0.433309709,0.812624689
ENSG00000105122,21.48137657,-0.155745981,0.467152446,-0.333394339,0.738836636,0.936814742
ENSG00000138095,2618.62524,-0.155758776,0.160565892,-0.97006141,0.332015883,0.752500447
ENSG00000135999,707.06941,-0.155795184,0.227478644,-0.684878289,0.493420727,0.843255533
ENSG00000242498,855.8538174,-0.155828246,0.12871465,-1.210648872,0.226030005,0.66921847
ENSG00000170860,578.1854852,-0.155880359,0.128890883,-1.209397862,0.22651003,0.669488121
ENSG00000161091,1282.747021,-0.155970067,0.199342244,-0.782423551,0.433965698,0.813052298
ENSG00000127125,401.1022292,-0.155975216,0.226106854,-0.689829667,0.49030131,0.84070647
ENSG00000260658,19.84056314,-0.156064817,0.49723037,-0.313868231,0.75362112,0.940940317
ENSG00000165684,321.3676163,-0.156067889,0.176580225,-0.883835599,0.376784966,0.780812217
ENSG00000288559,22.61768356,-0.156114413,0.521410537,-0.29940786,0.764628865,0.944218146
ENSG00000178171,957.779087,-0.156200424,0.235038609,-0.664573471,0.506323342,0.848968949
ENSG00000233024,133.78303,-0.15623484,0.79885562,-0.195573312,0.844944151,0.965989097
ENSG00000152778,505.6740663,-0.156351798,0.13661724,-1.144451445,0.252436463,0.691397656
ENSG00000178449,752.624954,-0.156368455,0.168980795,-0.925362285,0.35477749,0.76480936
ENSG00000071242,2332.582577,-0.156401155,0.176364069,-0.886808496,0.375182013,0.779988828
ENSG00000242028,821.7845838,-0.156427574,0.207045037,-0.755524384,0.449934407,0.823818052
ENSG00000054267,733.0178339,-0.156463263,0.168347878,-0.929404424,0.352679536,0.76394398
ENSG00000186162,232.2423023,-0.156470082,0.3510562,-0.445712344,0.655805047,0.910004599
ENSG00000101773,101.7436625,-0.156568275,0.199550698,-0.784603994,0.432685787,0.812309392
ENSG00000167393,132.7332421,-0.156570817,0.345839214,-0.452727195,0.650745195,0.907940591
ENSG00000183624,1647.955363,-0.156593231,0.159524937,-0.981622274,0.32628597,0.74801152
ENSG00000170027,30468.41105,-0.156594557,0.242430316,-0.645936363,0.518320569,0.853571805
ENSG00000156709,468.0548104,-0.156619069,0.205839593,-0.760879221,0.446729211,0.821449618
ENSG00000170542,288.9815917,-0.156648184,0.185530006,-0.844328025,0.39848613,0.792621492
ENSG00000136169,189.2361444,-0.156656006,0.205133272,-0.763679165,0.44505846,0.820000134
ENSG00000011523,946.9094178,-0.156673251,0.227416539,-0.688926368,0.490869605,0.841010722
ENSG00000284292,9.545904127,-0.156777819,0.874793289,-0.179216988,0.857767325,0.968847738
ENSG00000169251,545.2092454,-0.156787485,0.169366896,-0.925726865,0.354587943,0.76480936
ENSG00000019995,1522.48502,-0.156920534,0.198242544,-0.791558314,0.428618261,0.8097714
ENSG00000170270,143.7297373,-0.15692572,0.19431698,-0.807575948,0.419334737,0.80483898
ENSG00000276791,78.61986084,-0.157004868,0.423883864,-0.370395953,0.711087489,0.930709704
ENSG00000065357,336.0779212,-0.157103627,0.300347506,-0.523072853,0.600923556,0.889378223
ENSG00000276529,101.8219097,-0.157194832,0.333410785,-0.471474944,0.637301608,0.902324063
ENSG00000223944,21.31298766,-0.157205006,0.446797648,-0.351848329,0.724952012,0.933102692
ENSG00000092470,67.15002529,-0.157205997,0.277880359,-0.56573267,0.571575523,0.879164562
ENSG00000285184,104.5443675,-0.157208357,0.248459474,-0.632732392,0.526908413,0.857342757
ENSG00000124104,766.0755768,-0.157238183,0.124308985,-1.264897972,0.205907904,0.652594569
ENSG00000172318,424.5002865,-0.157240783,0.15808421,-0.994664696,0.31989937,0.744374423
ENSG00000004779,1775.7446,-0.15727867,0.193791602,-0.81158661,0.417028877,0.803146564
ENSG00000133103,408.6920251,-0.157302364,0.2688299,-0.585137161,0.558455493,0.871993758
ENSG00000276417,10.53499297,-0.15732191,0.470814864,-0.334148139,0.738267776,0.936704357
ENSG00000006757,364.3429373,-0.157378008,0.254462801,-0.61847157,0.536264533,0.861435267
ENSG00000196968,300.4760761,-0.15743751,0.237767585,-0.662148751,0.507875895,0.849856137
ENSG00000149930,2621.626399,-0.157446283,0.12977294,-1.213244322,0.225036423,0.66792939
ENSG00000114346,171.3491302,-0.157551772,0.256880259,-0.613327676,0.539659697,0.863437274
ENSG00000293546,50.01582089,-0.157554799,0.322032241,-0.489251632,0.62466356,0.899075357
ENSG00000196507,2078.694239,-0.157598298,0.166162865,-0.948456792,0.342896959,0.75819351
ENSG00000139197,1897.65831,-0.157697306,0.152841389,-1.031770956,0.302179428,0.731177673
ENSG00000168385,5029.072124,-0.157735943,0.209709007,-0.752165802,0.451951357,0.824953918
ENSG00000183662,544.8563384,-0.157744953,0.225109467,-0.700747754,0.483460449,0.83766898
ENSG00000172059,127.8090885,-0.157755882,0.182447411,-0.864664953,0.387222711,0.786882223
ENSG00000167861,1543.530557,-0.157831518,0.205217469,-0.769093971,0.441837527,0.81792645
ENSG00000170946,401.7618321,-0.157843189,0.237374993,-0.664952898,0.506080621,0.848880361
ENSG00000124422,9717.027697,-0.15789045,0.168278766,-0.938267223,0.348107099,0.761740286
ENSG00000103145,1846.412752,-0.157892498,0.259899442,-0.607513802,0.543509986,0.864973873
ENSG00000230124,465.7547019,-0.157974441,0.233955971,-0.675231499,0.499528697,0.845935091
ENSG00000166780,6087.924839,-0.15801782,0.135436618,-1.166728927,0.243319857,0.685286648
ENSG00000171160,944.2373545,-0.158082494,0.141578453,-1.116571701,0.264177497,0.702281212
ENSG00000186642,4677.231573,-0.158106374,0.185395643,-0.852805232,0.393767322,0.790121924
ENSG00000198824,310.6198718,-0.158134302,0.232890354,-0.679007521,0.497133096,0.845099483
ENSG00000145416,428.9073044,-0.158219038,0.374720724,-0.422231885,0.67285577,0.91704088
ENSG00000155330,376.2164392,-0.158221172,0.192601142,-0.821496543,0.411363493,0.799256682
ENSG00000130638,3154.422655,-0.158230641,0.287429939,-0.550501599,0.58197538,0.883200136
ENSG00000100104,543.6655758,-0.158369175,0.219710388,-0.720808773,0.471027177,0.832408864
ENSG00000283515,22.8945703,-0.158435824,1.540253161,-0.102863495,0.918071311,0.981701718
ENSG00000224174,15.82819246,-0.158440175,0.508678431,-0.311474137,0.755440201,0.941664691
ENSG00000182674,137.1040689,-0.158441048,0.271350863,-0.583897343,0.559289381,0.872257562
ENSG00000261616,37.24443961,-0.158457787,0.474755695,-0.333767006,0.738555382,0.936704357
ENSG00000226308,66.92994194,-0.158468292,0.421265268,-0.376172222,0.706788865,0.929200137
ENSG00000006116,2225.764429,-0.158528123,0.231296628,-0.685388823,0.493098595,0.843161636
ENSG00000168913,5675.888012,-0.158532462,0.431179057,-0.36767199,0.713117829,0.930851909
ENSG00000162062,59.18316851,-0.158572817,0.308485511,-0.514036516,0.607226461,0.893404756
ENSG00000100490,591.4714273,-0.158816512,0.239068554,-0.664313683,0.506489565,0.848968949
ENSG00000115935,548.7401374,-0.15882874,0.345494159,-0.459714689,0.645721024,0.90559873
ENSG00000224215,15.43989424,-0.158925299,0.552170225,-0.287819392,0.773484993,0.946785949
ENSG00000147140,2745.090725,-0.158964049,0.184914155,-0.85966404,0.389974262,0.788106808
ENSG00000122203,3133.831669,-0.159022842,0.124392626,-1.278394449,0.20111038,0.647985507
ENSG00000105866,251.3170585,-0.15908135,0.215153733,-0.739384567,0.459673511,0.827293846
ENSG00000147408,858.1147622,-0.159107346,0.17373954,-0.915780866,0.359781841,0.767485677
ENSG00000163832,495.6779929,-0.15911447,0.145323665,-1.094897171,0.273561689,0.710463288
ENSG00000131374,1783.715434,-0.159291572,0.206448026,-0.771581958,0.440362063,0.816872274
ENSG00000025293,985.5314728,-0.159309317,0.215349043,-0.739772583,0.459437998,0.827293846
ENSG00000004142,2197.254956,-0.159369696,0.147528187,-1.080266079,0.280023711,0.715572209
ENSG00000178691,412.3638827,-0.159390831,0.226168509,-0.7047437,0.480969751,0.836396149
ENSG00000133835,1711.490857,-0.159408737,0.147584407,-1.080119105,0.280089145,0.715572209
ENSG00000259802,37.20201936,-0.159443197,0.264153977,-0.603599455,0.546109976,0.865352183
ENSG00000166452,351.6191161,-0.15947311,0.15565305,-1.024542148,0.305579274,0.734336587
ENSG00000171914,3512.24883,-0.159528069,0.238745003,-0.668194379,0.504009523,0.848391938
ENSG00000196369,623.3947094,-0.159530461,0.250976378,-0.635639348,0.525011517,0.856519243
ENSG00000136040,492.1567017,-0.159538771,0.25525686,-0.625012666,0.531962745,0.858256949
ENSG00000186648,114.2115784,-0.159566403,0.267014014,-0.59759561,0.550109794,0.867725166
ENSG00000166025,594.8181398,-0.1595732,0.230307234,-0.692870985,0.48839052,0.839964145
ENSG00000113851,1212.84678,-0.159626829,0.274929977,-0.580609039,0.561503979,0.874189528
ENSG00000007168,7558.892696,-0.159667859,0.33333992,-0.478994111,0.631942818,0.901212364
ENSG00000080503,3857.708965,-0.15972676,0.155231174,-1.02896059,0.303498195,0.732365672
ENSG00000105928,411.3061871,-0.159793347,0.19114145,-0.83599526,0.40315757,0.795354766
ENSG00000100629,28.33091138,-0.159819959,0.422059108,-0.378667243,0.704934981,0.928478432
ENSG00000013288,1006.158453,-0.159839303,0.214818991,-0.744065051,0.456837121,0.826525676
ENSG00000188981,69.25058491,-0.159857766,0.38838122,-0.411600143,0.680632527,0.918731694
ENSG00000184227,211.8807984,-0.159858858,0.398176632,-0.401477247,0.688068787,0.921821823
ENSG00000254827,47.2166212,-0.159909349,0.479002221,-0.333838428,0.738501484,0.936704357
ENSG00000162923,1462.643419,-0.159934314,0.242397102,-0.659802914,0.509380313,0.850550402
ENSG00000076513,261.1152128,-0.159936081,0.230735018,-0.693159116,0.488209702,0.839964145
ENSG00000118922,617.8634243,-0.159990668,0.234473545,-0.682339954,0.495024015,0.843906554
ENSG00000204842,1024.506059,-0.160164336,0.170135941,-0.941390366,0.346504849,0.761157139
ENSG00000159445,285.0139889,-0.160177104,0.186612058,-0.858342731,0.39070324,0.788474552
ENSG00000132286,789.4080077,-0.160189225,0.144972884,-1.104959911,0.26917696,0.707703901
ENSG00000186487,3231.558385,-0.160283258,0.192132723,-0.834231962,0.404150283,0.795480496
ENSG00000168781,760.2671864,-0.160358697,0.332267193,-0.482619713,0.62936578,0.900606157
ENSG00000067840,22082.15657,-0.160365854,0.192239095,-0.834200005,0.404168289,0.795480496
ENSG00000231533,104.4030036,-0.160461572,0.293754743,-0.546243341,0.584898677,0.884459304
ENSG00000069424,15142.43801,-0.160592436,0.077733587,-2.0659337,0.03883474,0.367944797
ENSG00000160551,2381.00097,-0.160653579,0.226028496,-0.710766926,0.477228679,0.834413413
ENSG00000205746,206.8729209,-0.160659825,0.332979467,-0.482491689,0.629456701,0.900606157
ENSG00000154174,2141.748514,-0.160675914,0.229599217,-0.699810374,0.484045735,0.837686613
ENSG00000176102,457.4787675,-0.160724477,0.180421077,-0.890829828,0.37302047,0.778691912
ENSG00000090889,17.90762583,-0.160759637,0.425082057,-0.378184952,0.705293204,0.928478432
ENSG00000137872,857.1005568,-0.160778399,0.214283357,-0.750307448,0.453069558,0.825379271
ENSG00000178917,137.7611145,-0.160903439,0.199671304,-0.805841581,0.420334199,0.805201105
ENSG00000245322,26.86593249,-0.160939365,0.375618318,-0.428465167,0.668312489,0.914888921
ENSG00000113108,599.4971583,-0.160945244,0.229951663,-0.699909023,0.483984122,0.837686613
ENSG00000284879,28.61089426,-0.161033461,0.397497133,-0.405118547,0.685390374,0.920440704
ENSG00000180769,418.9154275,-0.161059704,0.241146244,-0.667892234,0.504202385,0.848391938
ENSG00000170145,1747.320441,-0.161069799,0.192189598,-0.83807761,0.401987117,0.794812123
ENSG00000140463,262.754295,-0.161104428,0.263907768,-0.610457318,0.541558909,0.864608706
ENSG00000164885,1690.627541,-0.161182183,0.153051166,-1.053126133,0.292283187,0.724831678
ENSG00000187522,143.0596932,-0.161223123,0.289781724,-0.556360562,0.577964394,0.882125001
ENSG00000212643,15.85589195,-0.161229225,1.456716275,-0.110679909,0.911870178,0.980540093
ENSG00000064726,2307.856107,-0.161268775,0.243707513,-0.661730831,0.508143742,0.849928764
ENSG00000110955,11794.66475,-0.161276287,0.172580846,-0.934497025,0.35004757,0.761998727
ENSG00000261701,148.5223189,-0.161284127,0.846429436,-0.190546454,0.848880945,0.967070506
ENSG00000196776,3537.37977,-0.161293624,0.233344742,-0.691224594,0.48942441,0.84029396
ENSG00000290885,47.02271391,-0.161331839,0.368117287,-0.438262056,0.661196328,0.911829088
ENSG00000286747,12.10223596,-0.161342048,0.67058836,-0.240597746,0.809866898,0.95739982
ENSG00000132423,257.27109,-0.161412077,0.163355395,-0.988103741,0.323101844,0.746232046
ENSG00000006634,56.12819828,-0.161426169,0.286762005,-0.562927327,0.573484371,0.880288049
ENSG00000237357,21.45546835,-0.161507045,0.509310934,-0.317108929,0.75116095,0.940417005
ENSG00000273080,18.61415398,-0.161552608,0.464521582,-0.347782782,0.728003322,0.934350633
ENSG00000089006,1047.888149,-0.161620365,0.159189892,-1.015267761,0.309978208,0.738453362
ENSG00000126945,2944.238534,-0.16166758,0.148133367,-1.091365057,0.275112282,0.711137071
ENSG00000152127,2296.035548,-0.161675231,0.208732581,-0.774556759,0.438601617,0.815450973
ENSG00000187605,357.5019626,-0.161694254,0.202869847,-0.797034436,0.425431032,0.808664909
ENSG00000114786,30.96778152,-0.161695654,0.486455745,-0.332395404,0.739590709,0.936928799
ENSG00000075391,814.3189968,-0.161708074,0.323378491,-0.500058225,0.61703408,0.895860998
ENSG00000080822,7454.35122,-0.161752012,0.321540609,-0.503053137,0.614926914,0.894877099
ENSG00000285600,68.5850815,-0.161773149,0.298918258,-0.541195275,0.588372994,0.884779149
ENSG00000059758,1900.452312,-0.161790618,0.184946828,-0.874795312,0.381685289,0.782957156
ENSG00000163053,458.8695216,-0.161800835,0.328142325,-0.493081271,0.621955164,0.897979188
ENSG00000198380,1080.027489,-0.161894262,0.252613531,-0.640877239,0.521602445,0.855022047
ENSG00000132463,2942.714236,-0.161902632,0.301021192,-0.537844633,0.590684316,0.885628951
ENSG00000116337,2713.464046,-0.161914954,0.139070184,-1.164267927,0.24431545,0.685515835
ENSG00000121864,547.993709,-0.161964489,0.18960378,-0.854226054,0.39297975,0.78969431
ENSG00000154096,26907.37105,-0.162038562,0.279923565,-0.578867171,0.562678803,0.874938231
ENSG00000287243,41.07763269,-0.162074895,0.435206897,-0.372408838,0.709588475,0.93016811
ENSG00000185414,878.0703678,-0.16216791,0.210423581,-0.770673651,0.440900394,0.817254296
ENSG00000234851,1505.68749,-0.162208093,0.205591377,-0.788982959,0.430121966,0.810341225
ENSG00000125510,670.0477888,-0.162223947,0.24011202,-0.675617769,0.499283357,0.845935091
ENSG00000120860,525.5893139,-0.162236215,0.156471597,-1.036841312,0.299809819,0.729807597
ENSG00000198837,2396.552813,-0.162296005,0.140972333,-1.151261391,0.249624716,0.689481308
ENSG00000169718,730.4153866,-0.162416558,0.212530994,-0.764201749,0.444747024,0.819865656
ENSG00000116005,1699.461883,-0.162604817,0.24297015,-0.669237836,0.503343774,0.847967882
ENSG00000175602,3522.079303,-0.162605849,0.24344149,-0.667946327,0.504167854,0.848391938
ENSG00000103489,733.9156624,-0.162662529,0.18532781,-0.877701672,0.380105637,0.78205844
ENSG00000180957,1844.749013,-0.162679554,0.246174694,-0.660829717,0.508721523,0.850144158
ENSG00000091157,2386.073823,-0.162777407,0.219460726,-0.741715433,0.458259767,0.826525676
ENSG00000269473,14.41448333,-0.162874142,0.523703216,-0.311004664,0.755797076,0.9416704
ENSG00000164743,10.60015608,-0.162907971,0.448798472,-0.362986911,0.716614662,0.931288392
ENSG00000072401,463.1104809,-0.162911839,0.195764292,-0.832183625,0.405305305,0.796438292
ENSG00000159164,11925.77323,-0.162914844,0.15370812,-1.059897449,0.289191257,0.722177163
ENSG00000084764,8794.170558,-0.163030029,0.238390915,-0.683876854,0.494052931,0.843777883
ENSG00000104883,42.87480355,-0.163164142,0.488877609,-0.333752537,0.738566302,0.936704357
ENSG00000187860,144.3729861,-0.163210197,0.167060137,-0.976954766,0.328591547,0.749451385
ENSG00000139112,9691.133565,-0.163231299,0.272335255,-0.599376304,0.548921975,0.867060436
ENSG00000033050,1430.684204,-0.163253125,0.12673011,-1.288195251,0.197678005,0.643319929
ENSG00000160307,5649.144054,-0.163333097,0.308742799,-0.529026417,0.596787124,0.887563225
ENSG00000179965,533.6540397,-0.163362668,0.229378427,-0.712197174,0.476342686,0.834033305
ENSG00000100216,1233.19042,-0.163411766,0.186066592,-0.878243448,0.379811618,0.78205844
ENSG00000100711,1551.341497,-0.163428887,0.212570735,-0.768821197,0.441999464,0.818146236
ENSG00000161980,374.8535365,-0.163434346,0.166145862,-0.983679909,0.325272921,0.747183347
ENSG00000272927,10.86091622,-0.163448788,0.494728029,-0.330381095,0.741112024,0.936928799
ENSG00000170464,1247.395453,-0.163459448,0.187243669,-0.872977166,0.382675524,0.78355143
ENSG00000133983,623.8703399,-0.163527131,0.1700024,-0.961910725,0.336094451,0.754697857
ENSG00000172500,1605.501156,-0.163572183,0.165386183,-0.989031736,0.322647615,0.746161928
ENSG00000107897,1569.281228,-0.163654479,0.131111856,-1.248205039,0.211955979,0.657760037
ENSG00000166938,556.6601361,-0.163710263,0.171588829,-0.954084622,0.340040809,0.755527601
ENSG00000134644,2359.698276,-0.163712531,0.152692782,-1.072169416,0.283643945,0.718082661
ENSG00000110906,918.5366578,-0.163924347,0.141902006,-1.155194003,0.24801099,0.687833614
ENSG00000270765,21.3271592,-0.163963343,0.380386283,-0.431044311,0.666436152,0.913839955
ENSG00000147454,524.8909626,-0.164094956,0.200442316,-0.818664236,0.412978007,0.799917753
ENSG00000104164,1510.783142,-0.16412195,0.268043636,-0.612295641,0.540342173,0.864091107
ENSG00000264207,51.33348519,-0.164179923,0.3594491,-0.456754302,0.647847655,0.907005879
ENSG00000146090,255.5528286,-0.16420746,0.249884285,-0.657134,0.511094759,0.851330004
ENSG00000120053,6127.049688,-0.164381212,0.290710261,-0.565446889,0.57176984,0.879164562
ENSG00000140285,17.7879702,-0.16442894,0.589430149,-0.278962555,0.780273561,0.949066536
ENSG00000196358,1176.354862,-0.164443165,0.294112734,-0.559116101,0.576082487,0.881275415
ENSG00000104177,1269.780008,-0.164451483,0.271916235,-0.604787293,0.545320338,0.865352183
ENSG00000305969,13.79929414,-0.164451835,0.525811874,-0.312757933,0.754464578,0.941212187
ENSG00000144827,1204.458291,-0.164523404,0.14130823,-1.164287488,0.244307526,0.685515835
ENSG00000133997,372.9734295,-0.164530954,0.145287898,-1.132447755,0.257446237,0.695477991
ENSG00000088179,1408.171471,-0.164534065,0.340058797,-0.483840049,0.62849939,0.90043869
ENSG00000124172,3988.222809,-0.164558302,0.188949778,-0.870910268,0.38380315,0.783892498
ENSG00000290548,21.68391467,-0.164617881,0.487794171,-0.337474064,0.73575956,0.936405966
ENSG00000270111,100.7171782,-0.164750081,0.235169629,-0.700558496,0.483578588,0.837686613
ENSG00000242252,49.78645433,-0.164751433,0.559713616,-0.294349518,0.768490838,0.945647054
ENSG00000286791,52.85000267,-0.164782537,0.357352907,-0.461119902,0.644712584,0.905276573
ENSG00000287514,22.17408696,-0.164894625,0.374576724,-0.440215888,0.659780753,0.91136791
ENSG00000088387,1640.083674,-0.164981145,0.180471032,-0.914169675,0.360627696,0.76755
ENSG00000163041,2622.214974,-0.164986657,0.168593351,-0.97860714,0.32777413,0.748712194
ENSG00000176907,124.2311908,-0.165001225,0.389002509,-0.424164937,0.67144553,0.916688311
ENSG00000110768,531.7919118,-0.165050597,0.263898267,-0.625432668,0.531687127,0.858256949
ENSG00000117115,2124.947841,-0.165063265,0.244036733,-0.676386965,0.498794991,0.845782542
ENSG00000131669,552.5981074,-0.165064887,0.226898131,-0.727484558,0.466929172,0.829813867
ENSG00000131100,8075.34945,-0.165069006,0.192690914,-0.856651734,0.391637385,0.78910953
ENSG00000188064,190.8649951,-0.165246472,0.395669955,-0.417637149,0.676212431,0.917853118
ENSG00000119787,822.2921976,-0.165285552,0.20585538,-0.802920734,0.422020551,0.807373393
ENSG00000137824,1461.296175,-0.165315767,0.140703161,-1.174925746,0.240024424,0.682097168
ENSG00000121769,1646.69007,-0.165332621,0.235172148,-0.703028068,0.482038258,0.836524417
ENSG00000258789,11.27635384,-0.165378198,0.496220337,-0.333275736,0.738926153,0.936814742
ENSG00000082213,592.3228659,-0.165386959,0.226551688,-0.730018656,0.465378781,0.829349137
ENSG00000137038,908.0922275,-0.165419635,0.170166213,-0.972106221,0.330997708,0.751429869
ENSG00000185813,2265.58425,-0.165443816,0.224756874,-0.736101248,0.461669083,0.827773176
ENSG00000154040,135.3405253,-0.165497336,0.191442026,-0.864477562,0.387325601,0.786882223
ENSG00000099326,424.2414832,-0.165498199,0.188528325,-0.877842621,0.380029131,0.78205844
ENSG00000135931,443.2178337,-0.165523991,0.184511991,-0.897090702,0.36967052,0.775695731
ENSG00000138867,774.8370558,-0.165541608,0.322919723,-0.512640127,0.608203078,0.89353474
ENSG00000135070,1811.265887,-0.165566107,0.214868886,-0.770544819,0.44097678,0.817254296
ENSG00000125885,62.89595091,-0.165634487,0.331913263,-0.499029432,0.61775865,0.896197787
ENSG00000182224,411.8596238,-0.165657612,0.16953535,-0.977127258,0.328506155,0.749451385
ENSG00000223459,25.05076773,-0.165695316,0.748175933,-0.221465713,0.824729831,0.961489042
ENSG00000136738,834.0706275,-0.165706695,0.233105526,-0.710865579,0.477167538,0.834413413
ENSG00000287625,17.85251584,-0.165711396,0.490463731,-0.337866769,0.735463591,0.936236364
ENSG00000164326,1084.703319,-0.165731063,0.875507457,-0.189297146,0.849859932,0.967107151
ENSG00000160803,3009.503543,-0.165737669,0.142422229,-1.163706467,0.244542988,0.685647405
ENSG00000182310,149.1723789,-0.16583959,0.296824288,-0.558713003,0.576357604,0.881283779
ENSG00000234390,35.25271558,-0.165854524,0.311001909,-0.533291017,0.593832145,0.885812482
ENSG00000151327,867.9518873,-0.165881761,0.168693812,-0.983330438,0.325444834,0.747195936
ENSG00000134982,3974.080417,-0.165882485,0.288218593,-0.57554401,0.564923435,0.87585174
ENSG00000269069,12.50095765,-0.165918571,0.591113064,-0.280688384,0.778949419,0.948647862
ENSG00000155111,1186.579533,-0.16597902,0.232790993,-0.712995888,0.475848302,0.834033305
ENSG00000007923,1250.408311,-0.166046382,0.148466818,-1.118407359,0.263393053,0.701252846
ENSG00000166394,181.4366145,-0.16609115,0.348634816,-0.47640437,0.633786322,0.901721537
ENSG00000291089,144.1735421,-0.166217062,0.292428787,-0.568401844,0.569762139,0.878406593
ENSG00000113312,1943.596262,-0.166232702,0.133915656,-1.241323885,0.214486125,0.6613321
ENSG00000171813,568.1678622,-0.166249567,0.215772036,-0.770487084,0.441011014,0.817254296
ENSG00000176887,58.54009601,-0.16627594,0.265747543,-0.625691356,0.531517404,0.858256949
ENSG00000254402,322.9064581,-0.166278238,0.208882017,-0.796039033,0.426009348,0.808818836
ENSG00000213463,776.5348327,-0.166296033,0.138438166,-1.201229668,0.229662124,0.673130442
ENSG00000257698,398.4752441,-0.166547777,0.26242434,-0.634650647,0.525656288,0.856889898
ENSG00000111707,925.1157861,-0.166575588,0.170019683,-0.97974296,0.327213015,0.748656416
ENSG00000117395,1031.28653,-0.166662031,0.24215629,-0.688241594,0.491300655,0.84108907
ENSG00000132406,311.0651531,-0.166662962,0.231720622,-0.719240955,0.471992469,0.833263397
ENSG00000295295,80.38377997,-0.16670781,0.326130236,-0.511169439,0.609232416,0.893953931
ENSG00000138614,280.8056515,-0.166719742,0.232513741,-0.717031785,0.473354484,0.834033305
ENSG00000111642,2470.602775,-0.166720126,0.23773766,-0.701277727,0.483129711,0.83745375
ENSG00000111602,81.84208501,-0.166721586,0.287339429,-0.58022523,0.561762741,0.874489496
ENSG00000177542,4849.555603,-0.166740333,0.186719474,-0.892999157,0.371857624,0.777879908
ENSG00000104427,612.6536751,-0.16679661,0.350978327,-0.475233361,0.634620651,0.901959722
ENSG00000128482,1016.215903,-0.166812211,0.211098501,-0.790210304,0.429404959,0.810256997
ENSG00000237879,38.33656915,-0.166812499,0.288276919,-0.578653675,0.56282288,0.875047052
ENSG00000117676,219.9146685,-0.166870031,0.238440091,-0.699840493,0.484026923,0.837686613
ENSG00000271755,44.99999935,-0.166885645,0.359471071,-0.464253339,0.64246625,0.904017583
ENSG00000293310,16.28673067,-0.166907976,0.47160204,-0.353916994,0.723401091,0.932966164
ENSG00000021300,15681.44677,-0.166940353,0.336280368,-0.496432051,0.619589616,0.896746636
ENSG00000117533,1108.058564,-0.167026132,0.202070929,-0.826571804,0.408479804,0.798158577
ENSG00000173826,44.22446471,-0.167264159,0.269965992,-0.619574923,0.535537681,0.861281784
ENSG00000205106,46.72451351,-0.16726814,0.488310269,-0.342544793,0.73194094,0.935820769
ENSG00000131462,801.8895305,-0.167273542,0.252740985,-0.661837817,0.508075167,0.849928764
ENSG00000154122,3504.846256,-0.167280382,0.28107612,-0.595142631,0.551748134,0.868952965
ENSG00000140406,582.4953751,-0.167321868,0.179033963,-0.934581713,0.350003907,0.761998727
ENSG00000310523,455.0981339,-0.167372158,0.24885996,-0.672555595,0.50123006,0.846413914
ENSG00000116661,5522.144477,-0.167552002,0.210358428,-0.796507197,0.425737294,0.808818836
ENSG00000129194,247.5555835,-0.167572949,0.286770714,-0.584344705,0.55898842,0.872106687
ENSG00000106524,705.1227358,-0.167588226,0.307808535,-0.544456072,0.58612767,0.884459304
ENSG00000161036,447.2454281,-0.167639152,0.168840655,-0.992883801,0.320766585,0.745110356
ENSG00000140848,622.6748161,-0.167698646,0.32310688,-0.519019111,0.603747414,0.891097419
ENSG00000067842,2098.709283,-0.167740086,0.200227745,-0.837746466,0.402173111,0.795024607
ENSG00000141542,1888.281729,-0.167741225,0.140199428,-1.196447287,0.231522058,0.675958216
